Location,Crime type,Longitude,Latitude
On or near Leamington Place,Violence and sexual offences,-6.025737,54.516702
On or near Glen Road,Violence and sexual offences,-7.334057,55.008249
On or near Leamington Place,Violence and sexual offences,-6.025737,54.516702
On or near Newtownards Road,Violence and sexual offences,-5.898363,54.598862
On or near Ballymoney Street,Violence and sexual offences,-6.27516,54.8677
On or near Millview Park,Violence and sexual offences,-6.557178,54.374293
On or near Adelaide Avenue,Violence and sexual offences,-5.713461,54.756302
On or near Kylemore Park,Violence and sexual offences,-7.34084,55.012041
On or near Abercorn Road,Violence and sexual offences,-7.32534,54.991233
On or near Ardmonagh Parade,Violence and sexual offences,-5.990029,54.590887
On or near Abercorn Road,Violence and sexual offences,-7.32534,54.991233
On or near Shandon Park,Violence and sexual offences,-6.337647,54.193714
On or near Lower English Street,Violence and sexual offences,-6.656237,54.352608
On or near Kimberley Drive,Violence and sexual offences,-5.922822,54.575313
On or near ,Violence and sexual offences,-6.367552,54.849464
On or near Antrim Road,Violence and sexual offences,-5.938294,54.622641
On or near Lower English Street,Violence and sexual offences,-6.656237,54.352608
On or near Huntersbuoy,Violence and sexual offences,-5.827862,54.868265
On or near Ballyclare Road,Violence and sexual offences,-5.971399,54.692914
On or near Leckpatrick Road,Violence and sexual offences,-7.408427,54.863445
On or near Church Meadow,Violence and sexual offences,-6.477015,54.951217
On or near ,Violence and sexual offences,-5.958926,54.622505
On or near Summerhill Court,Violence and sexual offences,-5.945862,54.612275
On or near Market Street,Violence and sexual offences,-6.332347,54.462194
On or near Patrick Street,Violence and sexual offences,-6.345557,54.17712
On or near Craig Court,Violence and sexual offences,-6.27682,54.871515
On or near Eglantine Crescent,Violence and sexual offences,-6.071102,54.489034
On or near Seacoast Road,Violence and sexual offences,-6.92444,55.148586
On or near Central Promenade,Violence and sexual offences,-5.893003,54.20557
On or near Redthorn Court,Violence and sexual offences,-6.648958,55.13712
On or near Dunluce Street,Violence and sexual offences,-6.652043,55.20371
On or near Abbey Gardens,Violence and sexual offences,-6.192086,54.69321
On or near Glasvey Rise,Violence and sexual offences,-6.019697,54.558833
On or near Trevor Hill,Violence and sexual offences,-6.334377,54.179005
On or near Ashgreen,Violence and sexual offences,-6.196499,54.71049
On or near Rectory Road,Violence and sexual offences,-6.338912,54.464216
On or near Eglish Park,Violence and sexual offences,-6.564847,54.463185
On or near Nelson Park,Violence and sexual offences,-7.316942,54.376179
On or near Strand Road,Violence and sexual offences,-7.321645,54.998174
On or near Inverary Wood,Violence and sexual offences,-5.878026,54.608122
On or near Derrygore Road,Violence and sexual offences,-7.638603,54.362182
On or near ,Violence and sexual offences,-7.321682,54.983991
On or near Crosby Street,Violence and sexual offences,-5.666548,54.664629
On or near Parkmore Heights,Violence and sexual offences,-6.289708,54.868463
On or near Castlereagh Road,Violence and sexual offences,-5.899176,54.592093
On or near Rosemary Place,Violence and sexual offences,-6.660012,55.139937
On or near Adelaide Chase,Violence and sexual offences,-5.947381,54.577179
On or near ,Violence and sexual offences,-6.677925,54.43968
On or near ,Violence and sexual offences,-5.681478,54.641751
On or near ,Violence and sexual offences,-5.962345,54.617307
On or near Rossnareen Court,Violence and sexual offences,-6.924628,55.04011
On or near The Gables,Violence and sexual offences,-6.32963,54.744903
On or near ,Violence and sexual offences,-5.867092,54.591073
On or near ,Violence and sexual offences,-5.932472,54.587841
On or near Nutts Corner Road,Violence and sexual offences,-6.185811,54.63221
On or near ,Violence and sexual offences,-5.867092,54.591073
On or near Baltic Avenue,Violence and sexual offences,-5.937489,54.616823
On or near Seaview,Violence and sexual offences,-5.641507,54.248416
On or near ,Violence and sexual offences,-5.900193,54.596091
On or near Ravensdale Street,Violence and sexual offences,-5.898166,54.591869
On or near Dunluce Avenue,Violence and sexual offences,-5.948297,54.58635
On or near Abercorn Street,Violence and sexual offences,-5.93765,54.586411
On or near Castlereagh Road,Violence and sexual offences,-5.899176,54.592093
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near Brooklands Road,Violence and sexual offences,-5.79094,54.593579
No Location,Violence and sexual offences,,
On or near Glenlea Park,Violence and sexual offences,-5.853612,54.615265
On or near Rosemount Gardens,Violence and sexual offences,-5.941216,54.621199
On or near Meelmore Drive,Violence and sexual offences,-7.312218,54.611357
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near North Road,Violence and sexual offences,-5.877782,54.592303
On or near Queens Avenue,Violence and sexual offences,-6.606263,54.752352
On or near ,Violence and sexual offences,-7.630778,54.347857
On or near William Street,Violence and sexual offences,-6.336355,54.465277
On or near Blackskull Road,Violence and sexual offences,-6.232412,54.408078
On or near Orchard Park,Violence and sexual offences,-6.4586,54.408276
On or near Hallidays Road,Violence and sexual offences,-5.935672,54.612955
On or near Gortmore Gardens,Violence and sexual offences,-7.313089,54.604634
On or near Victoria Street,Violence and sexual offences,-5.925203,54.602102
On or near Front Road,Violence and sexual offences,-5.946971,54.508121
On or near ,Violence and sexual offences,-6.78097,54.50888
On or near Queen Street,Violence and sexual offences,-6.278575,54.861774
On or near Union Street,Violence and sexual offences,-5.931955,54.603844
On or near Ballylenaghan Park,Violence and sexual offences,-5.902077,54.54348
On or near Hesketh Road,Violence and sexual offences,-5.968588,54.617529
On or near Cambrook Estate,Violence and sexual offences,-6.404496,54.190171
On or near Loopland Gardens,Violence and sexual offences,-5.893449,54.584347
On or near Loopland Gardens,Violence and sexual offences,-5.893449,54.584347
On or near ,Violence and sexual offences,-5.957098,54.618189
On or near Queen Street,Violence and sexual offences,-6.278575,54.861774
On or near Aspen Park,Violence and sexual offences,-6.018179,54.556337
On or near ,Violence and sexual offences,-6.103295,54.190906
On or near ,Violence and sexual offences,-5.66662,54.663929
On or near Hawthorn Street,Violence and sexual offences,-5.958575,54.597045
On or near John Street,Violence and sexual offences,-7.304696,54.599537
On or near Brooklands Road,Violence and sexual offences,-5.79094,54.593579
On or near Queen Street,Violence and sexual offences,-7.643201,54.348164
On or near Derrygore Road,Violence and sexual offences,-7.638603,54.362182
On or near Drumbeg,Violence and sexual offences,-7.629095,54.358866
On or near Ard Ri Gardens,Violence and sexual offences,-6.67066,54.347952
On or near Derrybeg Lane,Violence and sexual offences,-6.360388,54.188608
On or near Derrygore Road,Violence and sexual offences,-7.638603,54.362182
On or near Margaret Street,Violence and sexual offences,-6.337594,54.176318
On or near Ashley Park,Violence and sexual offences,-6.010749,54.550186
On or near Queen Street,Violence and sexual offences,-7.643201,54.348164
On or near Derrygore Road,Violence and sexual offences,-7.638603,54.362182
On or near ,Violence and sexual offences,-7.33003,55.002308
On or near Frances Street,Violence and sexual offences,-5.690992,54.593348
On or near Queen Street,Violence and sexual offences,-7.643201,54.348164
On or near Queens Road,Violence and sexual offences,-5.913227,54.603864
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near Patrick Place,Violence and sexual offences,-6.277867,54.860838
On or near Iverna Close,Violence and sexual offences,-5.947836,54.591203
On or near ,Violence and sexual offences,-6.230083,54.18263
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near Saintfield Road,Violence and sexual offences,-6.032712,54.508469
On or near Iverna Close,Violence and sexual offences,-5.947836,54.591203
On or near Dunanney,Violence and sexual offences,-5.925874,54.670426
On or near Abercorn Street,Violence and sexual offences,-5.93765,54.586411
On or near Cheston Street,Violence and sexual offences,-5.807955,54.714542
On or near Main Street,Violence and sexual offences,-5.835813,54.460177
On or near ,Violence and sexual offences,-7.687494,54.533497
On or near Edenmore Park,Violence and sexual offences,-6.932139,55.042916
On or near Cheston Street,Violence and sexual offences,-5.807955,54.714542
On or near Carrowshee Park,Violence and sexual offences,-7.454136,54.258455
On or near Moygashel Row,Violence and sexual offences,-6.751926,54.485684
On or near Beatrice Villas,Violence and sexual offences,-6.513305,54.810353
On or near ,Violence and sexual offences,-7.331301,54.997302
On or near Airfield Heights,Violence and sexual offences,-5.997968,54.580749
On or near ,Violence and sexual offences,-6.356082,54.454505
On or near Tamlough Park,Violence and sexual offences,-7.013061,55.042377
On or near Finvoy Road,Violence and sexual offences,-6.488227,54.963566
On or near Foyle Street,Violence and sexual offences,-7.318823,54.996883
On or near Windsor Avenue,Violence and sexual offences,-6.658425,55.133973
On or near Breda Park,Violence and sexual offences,-5.909219,54.560064
On or near Umgola Court,Violence and sexual offences,-6.667919,54.341885
On or near Windsor Avenue,Violence and sexual offences,-6.658425,55.133973
On or near Glenmore Gardens,Violence and sexual offences,-6.94133,55.040849
On or near Pelham Road,Violence and sexual offences,-7.289145,54.988431
On or near Finvoy Road,Violence and sexual offences,-6.488227,54.963566
On or near Hartford Park,Violence and sexual offences,-6.660064,55.14354
On or near Pelham Road,Violence and sexual offences,-7.289145,54.988431
On or near Maypole Park,Violence and sexual offences,-6.148463,54.417422
On or near Duke Street,Violence and sexual offences,-6.278093,54.868694
On or near Stockbridge Park,Violence and sexual offences,-5.570322,54.662709
On or near Moat Road,Violence and sexual offences,-6.268649,54.858255
On or near New Lodge Place,Violence and sexual offences,-5.929698,54.610499
On or near Osborne Gardens,Violence and sexual offences,-5.952694,54.569937
On or near Waterford Gardens,Violence and sexual offences,-5.956349,54.597322
On or near Carlingford Street,Violence and sexual offences,-5.903387,54.58753
On or near ,Violence and sexual offences,-5.957226,54.585674
On or near Edwina Street,Violence and sexual offences,-5.952378,54.60491
On or near Doagh Road,Violence and sexual offences,-5.908908,54.661195
On or near ,Violence and sexual offences,-5.887853,54.681046
On or near Ballyorr Drive,Violence and sexual offences,-7.358647,54.957989
On or near Osborne Gardens,Violence and sexual offences,-5.952694,54.569937
On or near ,Violence and sexual offences,-5.887853,54.681046
On or near Iveagh Crescent,Violence and sexual offences,-6.349592,54.183878
On or near Ballyorr Drive,Violence and sexual offences,-7.358647,54.957989
On or near Iveagh Crescent,Violence and sexual offences,-6.349592,54.183878
On or near Iveagh Crescent,Violence and sexual offences,-6.349592,54.183878
On or near Dundesert Road,Violence and sexual offences,-6.164512,54.638502
On or near ,Violence and sexual offences,-6.0731,54.530531
On or near ,Violence and sexual offences,-5.987971,54.67116
On or near Kilberry Park,Violence and sexual offences,-5.786476,54.590865
On or near Riverview Park,Violence and sexual offences,-7.274574,54.60025
On or near Kenbella Parade,Violence and sexual offences,-5.939027,54.62622
On or near Kilberry Park,Violence and sexual offences,-5.786476,54.590865
On or near Mountainview Gardens,Violence and sexual offences,-5.966117,54.613687
On or near North Meadows,Violence and sexual offences,-7.345649,55.016244
