nome,provincia,gml_id,civico,istat,cap,comune,provincia,regione,lon,lat
Via Carelli,BARI,IN.NUMERICIVICI.2012.838975,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541391,41.126987
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.839009,87,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544843,41.127613
Via Giannone,BARI,IN.NUMERICIVICI.2012.839045,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540769,41.131722
Via Giacosa,BARI,IN.NUMERICIVICI.2012.839081,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536417,41.128808
Via Pietro Nenni,BARI,IN.NUMERICIVICI.2012.839094,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552643,41.131886
Via Pietro Nenni,BARI,IN.NUMERICIVICI.2012.839104,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552744,41.131976
Via Brin,BARI,IN.NUMERICIVICI.2012.839175,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546908,41.130917
Via Trilussa,BARI,IN.NUMERICIVICI.2012.839202,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537386,41.130274
Via Pisa,BARI,IN.NUMERICIVICI.2012.839204,47,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538946,41.131369
Viale Federico II,BARI,IN.NUMERICIVICI.2012.839227,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551358,41.131618
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.839229,45,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544862,41.129576
Corso Dante,BARI,IN.NUMERICIVICI.2012.839271,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542505,41.129073
Via Gorizia,BARI,IN.NUMERICIVICI.2012.839468,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543957,41.131523
Via Plebiscito,BARI,IN.NUMERICIVICI.2012.839473,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540223,41.129149
Viale delle Mimose,BARI,IN.NUMERICIVICI.2012.839555,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539492,41.132703
Via De Nicola,BARI,IN.NUMERICIVICI.2012.839589,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552145,41.1325
Via Carita',BARI,IN.NUMERICIVICI.2012.839644,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538086,41.129502
Via Bellini,BARI,IN.NUMERICIVICI.2012.839654,58,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53829,41.128939
Via P. Rutigliano,BARI,IN.NUMERICIVICI.2012.839688,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540877,41.129463
Corso Dante,BARI,IN.NUMERICIVICI.2012.839699,64,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541749,41.128762
Via San Lorenzo,BARI,IN.NUMERICIVICI.2012.839725,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541585,41.129001
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.839832,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540462,41.130622
Via Gorizia,BARI,IN.NUMERICIVICI.2012.839835,43,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544109,41.132009
Via Carelli,BARI,IN.NUMERICIVICI.2012.839857,66,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541645,41.126592
Via Semmelweis,BARI,IN.NUMERICIVICI.2012.839891,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545141,41.132407
Via Galluppi,BARI,IN.NUMERICIVICI.2012.839893,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540844,41.132267
Via Gorizia,BARI,IN.NUMERICIVICI.2012.839957,53,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544225,41.132218
Via Ravenna,BARI,IN.NUMERICIVICI.2012.839966,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540996,41.126062
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.840012,103,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545297,41.127289
Via M. Bisceglia,BARI,IN.NUMERICIVICI.2012.840013,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546368,41.131157
Via Donizetti,BARI,IN.NUMERICIVICI.2012.840076,49,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538168,41.129323
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.840088,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539715,41.129793
Via Chiapperini,BARI,IN.NUMERICIVICI.2012.840133,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542356,41.13299
Via D'Azeglio,BARI,IN.NUMERICIVICI.2012.840140,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547118,41.129912
Via Manin,BARI,IN.NUMERICIVICI.2012.840171,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545276,41.129871
Via Amendola,BARI,IN.NUMERICIVICI.2012.840184,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553354,41.131534
Viale Roma,BARI,IN.NUMERICIVICI.2012.840333,112,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551036,41.130198
Via Einaudi,BARI,IN.NUMERICIVICI.2012.840364,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551563,41.132963
Via De Amicis,BARI,IN.NUMERICIVICI.2012.840428,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542467,41.127404
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.840467,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54898,41.128965
Via Carelli,BARI,IN.NUMERICIVICI.2012.840524,40,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541391,41.126987
Vico Umberto,BARI,IN.NUMERICIVICI.2012.840533,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542094,41.129701
Via Cagnetta,BARI,IN.NUMERICIVICI.2012.840561,61,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536698,41.13107
Via De Amicis,BARI,IN.NUMERICIVICI.2012.840563,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542115,41.127342
Via Manzoni,BARI,IN.NUMERICIVICI.2012.840696,62,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536761,41.129865
Via Pietro Nenni,BARI,IN.NUMERICIVICI.2012.840800,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553013,41.132216
Via Isonzo,BARI,IN.NUMERICIVICI.2012.840826,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549969,41.127581
Via Pietro Nenni,BARI,IN.NUMERICIVICI.2012.840906,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552542,41.131796
Via De Nicola,BARI,IN.NUMERICIVICI.2012.840981,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552858,41.133104
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.840984,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540462,41.130631
Vico G. Superba,BARI,IN.NUMERICIVICI.2012.840987,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541754,41.130626
Via Farini,BARI,IN.NUMERICIVICI.2012.840994,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546952,41.129098
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.841046,39/e,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546058,41.133032
Via Croce,BARI,IN.NUMERICIVICI.2012.841072,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541439,41.1311
Via Piave,BARI,IN.NUMERICIVICI.2012.841092,28/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548396,41.12923
Via Cialdini,BARI,IN.NUMERICIVICI.2012.841118,91,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544847,41.127836
Via Mameli,BARI,IN.NUMERICIVICI.2012.841162,57,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545569,41.129102
Viale Indipendenza,BARI,IN.NUMERICIVICI.2012.841173,50,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538223,41.132894
Via Millico,BARI,IN.NUMERICIVICI.2012.841221,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539317,41.129134
Via Bovio,BARI,IN.NUMERICIVICI.2012.841232,81,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536713,41.129532
Via Manzoni,BARI,IN.NUMERICIVICI.2012.841353,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537407,41.130073
Via Isonzo,BARI,IN.NUMERICIVICI.2012.841411,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549856,41.127583
Via Casalini,BARI,IN.NUMERICIVICI.2012.841420,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544538,41.126695
Via Trento,BARI,IN.NUMERICIVICI.2012.841432,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546632,41.128244
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.841548,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549361,41.129104
Via Puglia,BARI,IN.NUMERICIVICI.2012.841560,58,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537666,41.133742
Largo Don Pappagallo,BARI,IN.NUMERICIVICI.2012.841565,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545476,41.131114
Via Confalonieri,BARI,IN.NUMERICIVICI.2012.841597,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544063,41.129193
Via D'Azeglio,BARI,IN.NUMERICIVICI.2012.841723,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5471,41.129814
Via Umberto Nobile,BARI,IN.NUMERICIVICI.2012.841741,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54565,41.127306
Via Tamborra,BARI,IN.NUMERICIVICI.2012.841767,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546094,41.131241
Via Ricasoli,BARI,IN.NUMERICIVICI.2012.841771,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548358,41.130457
Via Diaz,BARI,IN.NUMERICIVICI.2012.841779,40,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542908,41.132862
Via Ospedale,BARI,IN.NUMERICIVICI.2012.841809,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541096,41.129629
Via Pau',BARI,IN.NUMERICIVICI.2012.841821,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542103,41.128552
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.841826,155,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540044,41.129622
Via Tamborra,BARI,IN.NUMERICIVICI.2012.841896,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546069,41.130325
Via Menotti,BARI,IN.NUMERICIVICI.2012.841974,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543548,41.1291
Via Garignano,BARI,IN.NUMERICIVICI.2012.842107,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548633,41.130588
Via Farini,BARI,IN.NUMERICIVICI.2012.842115,53,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546951,41.129224
Via Piagnoni,BARI,IN.NUMERICIVICI.2012.842123,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545443,41.129422
Via Bellini,BARI,IN.NUMERICIVICI.2012.842205,96,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536786,41.12753
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.842246,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541695,41.1311
Via Trieste,BARI,IN.NUMERICIVICI.2012.842256,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548437,41.127932
Viale Indipendenza,BARI,IN.NUMERICIVICI.2012.842321,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539417,41.13404
Via Tatoli,BARI,IN.NUMERICIVICI.2012.842324,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542716,41.133224
Via Montegrappa,BARI,IN.NUMERICIVICI.2012.842393,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548166,41.128818
Via Diaz,BARI,IN.NUMERICIVICI.2012.842482,75/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54354,41.134029
Via Pau',BARI,IN.NUMERICIVICI.2012.842501,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542411,41.127836
Primo Vico San Francesco,BARI,IN.NUMERICIVICI.2012.842516,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54049,41.128672
Via Savoia,BARI,IN.NUMERICIVICI.2012.842531,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543411,41.130687
Via Pulli,BARI,IN.NUMERICIVICI.2012.842606,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545052,41.128646
Via Cavallotti,BARI,IN.NUMERICIVICI.2012.842609,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540126,41.130581
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.842645,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543301,41.131646
Via Bovio,BARI,IN.NUMERICIVICI.2012.842652,86,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536931,41.129594
Via Cialdini,BARI,IN.NUMERICIVICI.2012.842707,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544503,41.12863
Via Tobruk,BARI,IN.NUMERICIVICI.2012.842732,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54817,41.128494
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.842743,61,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544274,41.131462
Via Don Minzoni,BARI,IN.NUMERICIVICI.2012.842760,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548987,41.12896
Via La Mura,BARI,IN.NUMERICIVICI.2012.842794,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547081,41.131229
Via Torino,BARI,IN.NUMERICIVICI.2012.842811,36/b,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549524,41.130822
Via Vanvitelli,BARI,IN.NUMERICIVICI.2012.842832,55,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542657,41.12801
Via Cialdini,BARI,IN.NUMERICIVICI.2012.842843,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544394,41.128892
Via Mameli,BARI,IN.NUMERICIVICI.2012.842908,78,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545604,41.128982
Via Monfalcone,BARI,IN.NUMERICIVICI.2012.842928,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544158,41.131256
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.842939,50,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543736,41.13156
Via Petrarca,BARI,IN.NUMERICIVICI.2012.843087,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53879,41.129441
Via Tripoli,BARI,IN.NUMERICIVICI.2012.843174,108,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549849,41.128605
Via Medici,BARI,IN.NUMERICIVICI.2012.843206,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545102,41.129605
Via De Napoli,BARI,IN.NUMERICIVICI.2012.843312,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543391,41.134217
Via M. Bisceglia,BARI,IN.NUMERICIVICI.2012.843330,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546368,41.131079
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.843341,62,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549056,41.127631
Viale delle Mimose,BARI,IN.NUMERICIVICI.2012.843439,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541553,41.133238
Via Antonio Gramsci,BARI,IN.NUMERICIVICI.2012.843448,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551496,41.133896
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.843573,69,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549418,41.127743
Via M. De Vanna,BARI,IN.NUMERICIVICI.2012.843577,48,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538082,41.130675
Via Gorizia,BARI,IN.NUMERICIVICI.2012.843647,58,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54426,41.132282
Via Chiapperini,BARI,IN.NUMERICIVICI.2012.843660,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542489,41.132955
SP2,BARI,IN.NUMERICIVICI.2012.843663,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.585929,41.116221
Via Croce,BARI,IN.NUMERICIVICI.2012.843665,53,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540777,41.132409
Via Giovanni Capoccio,BARI,IN.NUMERICIVICI.2012.843681,35/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548698,41.128952
Via Puglia,BARI,IN.NUMERICIVICI.2012.843705,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53817,41.133432
Via Pascoli,BARI,IN.NUMERICIVICI.2012.843742,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542394,41.127175
Via Puglia,BARI,IN.NUMERICIVICI.2012.843791,47,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537683,41.133732
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.843866,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544701,41.129923
Via Bovio,BARI,IN.NUMERICIVICI.2012.843928,57,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537505,41.129804
Via Medici,BARI,IN.NUMERICIVICI.2012.843958,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544999,41.129978
Viale delle Mimose,BARI,IN.NUMERICIVICI.2012.843987,111/h,16072043,70038,TERLIZZI,BARI,PUGLIA,16.535176,41.12917
Via Fabrizio,BARI,IN.NUMERICIVICI.2012.844012,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546013,41.129292
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.844030,143,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5401,41.129792
Via Pau',BARI,IN.NUMERICIVICI.2012.844126,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542195,41.128346
Via Giotto,BARI,IN.NUMERICIVICI.2012.844164,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542896,41.127657
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.844175,49,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538611,41.130178
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.844177,54,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545763,41.129517
Via Francesco Salamone,BARI,IN.NUMERICIVICI.2012.844231,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549678,41.12954
Viale Pacecco,BARI,IN.NUMERICIVICI.2012.844272,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545153,41.133966
Via Rossini,BARI,IN.NUMERICIVICI.2012.844274,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53905,41.129424
Piazza 4 Novembre,BARI,IN.NUMERICIVICI.2012.844299,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542357,41.130704
Viale Roma,BARI,IN.NUMERICIVICI.2012.844314,106,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550688,41.130196
Via Carellario,BARI,IN.NUMERICIVICI.2012.844337,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548127,41.129784
Via Farini,BARI,IN.NUMERICIVICI.2012.844352,76,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54695,41.12875
Via San Martino,BARI,IN.NUMERICIVICI.2012.844439,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550389,41.129724
Via Cialdini,BARI,IN.NUMERICIVICI.2012.844533,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544421,41.128828
Via Annunziata,BARI,IN.NUMERICIVICI.2012.844559,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540529,41.130004
Via Carellario,BARI,IN.NUMERICIVICI.2012.844571,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548146,41.129978
Via Cadorna,BARI,IN.NUMERICIVICI.2012.844587,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543545,41.133256
Via Giovanni Capoccio,BARI,IN.NUMERICIVICI.2012.844623,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548667,41.129709
Via M. De Vanna,BARI,IN.NUMERICIVICI.2012.844630,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538572,41.130417
Via Tripoli,BARI,IN.NUMERICIVICI.2012.844710,162,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551916,41.128514
Via 20 Settembre,BARI,IN.NUMERICIVICI.2012.844781,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551461,41.129603
Via De Cristoforis,BARI,IN.NUMERICIVICI.2012.844868,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541518,41.129325
Largo Lago Dentro,BARI,IN.NUMERICIVICI.2012.844900,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540487,41.129476
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.844991,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545751,41.129607
Via Tamborra,BARI,IN.NUMERICIVICI.2012.845135,89,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546121,41.132087
Vico G. Superba,BARI,IN.NUMERICIVICI.2012.845155,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54186,41.130374
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.845202,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544687,41.129952
Via San Francesco,BARI,IN.NUMERICIVICI.2012.845214,23/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540707,41.127812
Via Regina Margherita,BARI,IN.NUMERICIVICI.2012.845272,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543203,41.130803
Via Savoia,BARI,IN.NUMERICIVICI.2012.845279,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543067,41.130638
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.845314,108,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545195,41.12736
Via Togliatti,BARI,IN.NUMERICIVICI.2012.845319,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.554035,41.131154
Via Pulli,BARI,IN.NUMERICIVICI.2012.845346,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544914,41.128985
Via Croce,BARI,IN.NUMERICIVICI.2012.845358,54,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540921,41.132123
Via Trilussa,BARI,IN.NUMERICIVICI.2012.845406,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537057,41.130728
Via Monfalcone,BARI,IN.NUMERICIVICI.2012.845527,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544113,41.13096
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.845536,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544771,41.129776
Via Monti,BARI,IN.NUMERICIVICI.2012.845582,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543648,41.132384
Via Pisciniello,BARI,IN.NUMERICIVICI.2012.845588,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540486,41.126696
Piazza Europa,BARI,IN.NUMERICIVICI.2012.845610,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548516,41.127029
Via Tatulli,BARI,IN.NUMERICIVICI.2012.845652,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546978,41.1326
Via Silvio Pellico,BARI,IN.NUMERICIVICI.2012.845711,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545174,41.127628
Piazza Medaglie d'Oro,BARI,IN.NUMERICIVICI.2012.845716,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547365,41.132235
Largo La Ginestra,BARI,IN.NUMERICIVICI.2012.845756,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547147,41.1304
Via De Crescenzio,BARI,IN.NUMERICIVICI.2012.845765,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542797,41.133812
Via Imperia,BARI,IN.NUMERICIVICI.2012.845770,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538988,41.132436
Via Ricasoli,BARI,IN.NUMERICIVICI.2012.845843,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548361,41.130805
Viale delle Mimose,BARI,IN.NUMERICIVICI.2012.845869,45,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538067,41.132104
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.845887,61,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54125,41.132289
Via Mameli,BARI,IN.NUMERICIVICI.2012.845928,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545509,41.129777
Via De Nicola,BARI,IN.NUMERICIVICI.2012.846003,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552611,41.132887
Via Colleoni,BARI,IN.NUMERICIVICI.2012.846011,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543118,41.133191
Via Tripoli,BARI,IN.NUMERICIVICI.2012.846051,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546444,41.128716
Via Francesco Salamone,BARI,IN.NUMERICIVICI.2012.846054,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549625,41.129976
Via Siena,BARI,IN.NUMERICIVICI.2012.846112,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53741,41.1308
Via Maroncelli,BARI,IN.NUMERICIVICI.2012.846121,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543913,41.12907
Via Santa Maria,BARI,IN.NUMERICIVICI.2012.846134,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541632,41.130223
Via Mameli,BARI,IN.NUMERICIVICI.2012.846234,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545513,41.129666
Via Piave,BARI,IN.NUMERICIVICI.2012.846330,72,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548449,41.127483
Via Urbano Rattazzi,BARI,IN.NUMERICIVICI.2012.846342,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548049,41.130396
Via Viareggio,BARI,IN.NUMERICIVICI.2012.846364,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53808,41.13043
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.846421,135,16072043,70038,TERLIZZI,BARI,PUGLIA,16.535203,41.132067
Via Curiazi,BARI,IN.NUMERICIVICI.2012.846423,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547239,41.129805
Via 20 Settembre,BARI,IN.NUMERICIVICI.2012.846435,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551451,41.129963
Via A. Bertani,BARI,IN.NUMERICIVICI.2012.846447,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547791,41.130605
Via Giovanni Capoccio,BARI,IN.NUMERICIVICI.2012.846481,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548687,41.129235
Via Ortensio,BARI,IN.NUMERICIVICI.2012.846504,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546874,41.12939
Via Bixio,BARI,IN.NUMERICIVICI.2012.846554,67,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545058,41.128227
Via Ignazio Silone,BARI,IN.NUMERICIVICI.2012.846566,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547106,41.127005
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.846628,87,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544832,41.131362
Via Sanremo,BARI,IN.NUMERICIVICI.2012.846654,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539282,41.130946
