nome,provincia,gml_id,civico,istat,cap,comune,provincia,regione,lon,lat
Via Bramante,BARI,IN.NUMERICIVICI.2012.1030795,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542829,41.127736
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.1030804,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539725,41.129788
SP2,BARI,IN.NUMERICIVICI.2012.1030806,46,16072043,70038,TERLIZZI,BARI,PUGLIA,16.585929,41.116221
Via Salvemini,BARI,IN.NUMERICIVICI.2012.1030817,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544269,41.128867
Via di Vittorio,BARI,IN.NUMERICIVICI.2012.1030858,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543786,41.132811
Via De Bartolo,BARI,IN.NUMERICIVICI.2012.1030940,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536529,41.130459
Largo M. De Vanna,BARI,IN.NUMERICIVICI.2012.1030987,39,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53869,41.130144
Via Mameli,BARI,IN.NUMERICIVICI.2012.1031047,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545509,41.129777
Via Bixio,BARI,IN.NUMERICIVICI.2012.1031214,43,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544825,41.128552
Via Rosmini,BARI,IN.NUMERICIVICI.2012.1031215,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541184,41.131124
Via Confreda,BARI,IN.NUMERICIVICI.2012.1031220,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543266,41.135017
Via Bellini,BARI,IN.NUMERICIVICI.2012.1031248,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539138,41.129765
Via Sapri,BARI,IN.NUMERICIVICI.2012.1031300,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550403,41.12859
Via Legnago,BARI,IN.NUMERICIVICI.2012.1031305,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550382,41.129902
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.1031308,96,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537828,41.130569
Via Gorizia,BARI,IN.NUMERICIVICI.2012.1031311,79,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544912,41.133484
Via Monti,BARI,IN.NUMERICIVICI.2012.1031319,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543057,41.132563
Via Toti,BARI,IN.NUMERICIVICI.2012.1031335,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545652,41.129846
Corso Dante,BARI,IN.NUMERICIVICI.2012.1031397,98,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541173,41.128723
Corso Dante,BARI,IN.NUMERICIVICI.2012.1031416,90,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541264,41.128719
Via Acton,BARI,IN.NUMERICIVICI.2012.1031459,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547519,41.131529
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.1031567,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545001,41.12925
Via Carelli,BARI,IN.NUMERICIVICI.2012.1031568,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541547,41.126745
Via Mantova,BARI,IN.NUMERICIVICI.2012.1031648,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.55107,41.129327
Sesto Vico Mazzini,BARI,IN.NUMERICIVICI.2012.1031723,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545801,41.12695
Via D'Azeglio,BARI,IN.NUMERICIVICI.2012.1031851,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5471,41.129814
Via Poerio,BARI,IN.NUMERICIVICI.2012.1031875,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544074,41.129319
Via Trento,BARI,IN.NUMERICIVICI.2012.1031907,71,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548882,41.128126
Via Pulli,BARI,IN.NUMERICIVICI.2012.1031920,66,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545248,41.12824
Via Plebiscito,BARI,IN.NUMERICIVICI.2012.1031944,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540349,41.129211
Via Sanremo,BARI,IN.NUMERICIVICI.2012.1031972,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539182,41.131005
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.1031977,39,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540463,41.130606
Via Mameli,BARI,IN.NUMERICIVICI.2012.1032023,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545512,41.129699
Via Tripoli,BARI,IN.NUMERICIVICI.2012.1032026,135,16072043,70038,TERLIZZI,BARI,PUGLIA,16.55187,41.128516
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.1032118,42,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53935,41.129978
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.1032124,58,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544045,41.128275
Via Magenta,BARI,IN.NUMERICIVICI.2012.1032158,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542492,41.131394
Via Poerio,BARI,IN.NUMERICIVICI.2012.1032163,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54413,41.129336
Via Bixio,BARI,IN.NUMERICIVICI.2012.1032166,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544568,41.129103
Via Raffaello,BARI,IN.NUMERICIVICI.2012.1032291,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543635,41.127772
Via Poerio,BARI,IN.NUMERICIVICI.2012.1032300,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54412,41.129333
Via Chiapperini,BARI,IN.NUMERICIVICI.2012.1032344,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542168,41.133035
Via Cagnetta,BARI,IN.NUMERICIVICI.2012.1032370,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536227,41.130187
Via Settembrini,BARI,IN.NUMERICIVICI.2012.1032373,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545828,41.130752
Viale Federico II,BARI,IN.NUMERICIVICI.2012.1032401,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552846,41.130582
Via Santa Maria,BARI,IN.NUMERICIVICI.2012.1032413,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54149,41.130429
Via Marconi,BARI,IN.NUMERICIVICI.2012.1032424,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542279,41.131514
Via Tamborra,BARI,IN.NUMERICIVICI.2012.1032454,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546069,41.130325
Via Fiume,BARI,IN.NUMERICIVICI.2012.1032470,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54715,41.128459
Via Umberto Nobile,BARI,IN.NUMERICIVICI.2012.1032490,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545756,41.127376
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.1032496,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543202,41.131665
Via Curtatone,BARI,IN.NUMERICIVICI.2012.1032515,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551771,41.129418
Via Monfalcone,BARI,IN.NUMERICIVICI.2012.1032530,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544148,41.13119
Via Mameli,BARI,IN.NUMERICIVICI.2012.1032555,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545507,41.129935
Via Augusto Righi,BARI,IN.NUMERICIVICI.2012.1032636,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54174,41.132305
Via Manin,BARI,IN.NUMERICIVICI.2012.1032714,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545245,41.130184
Via Foscolo,BARI,IN.NUMERICIVICI.2012.1032749,44,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543876,41.131401
Via 20 Settembre,BARI,IN.NUMERICIVICI.2012.1032792,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551461,41.129603
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.1032804,78,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538335,41.13031
Via Medici,BARI,IN.NUMERICIVICI.2012.1032805,95,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545431,41.128873
Via Paisiello,BARI,IN.NUMERICIVICI.2012.1032809,80,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537904,41.128795
Via Petrarca,BARI,IN.NUMERICIVICI.2012.1032845,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538796,41.129437
Via Croce,BARI,IN.NUMERICIVICI.2012.1032854,49,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54085,41.132264
Via Ricasoli,BARI,IN.NUMERICIVICI.2012.1032856,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548358,41.130491
Via Eroi del Mare,BARI,IN.NUMERICIVICI.2012.1032932,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549305,41.127204
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.1032948,111,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545462,41.127174
Via Rossini,BARI,IN.NUMERICIVICI.2012.1032995,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53945,41.12982
Via Doria,BARI,IN.NUMERICIVICI.2012.1033057,14/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546159,41.128313
Via Madonna delle Grazie,BARI,IN.NUMERICIVICI.2012.1033067,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546437,41.126763
Via Pistoia,BARI,IN.NUMERICIVICI.2012.1033086,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53876,41.132349
Via Tamborra,BARI,IN.NUMERICIVICI.2012.1033093,84,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546101,41.131674
Via Toti,BARI,IN.NUMERICIVICI.2012.1033127,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545726,41.129844
Via Ortensio,BARI,IN.NUMERICIVICI.2012.1033173,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547233,41.129414
Via Ravenna,BARI,IN.NUMERICIVICI.2012.1033195,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541723,41.126229
Viale Roma,BARI,IN.NUMERICIVICI.2012.1033196,94,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550384,41.130194
Via Carrara,BARI,IN.NUMERICIVICI.2012.1033249,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537669,41.130748
Via Fiume,BARI,IN.NUMERICIVICI.2012.1033296,75,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550024,41.128303
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.1033310,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548993,41.1288
Via Poerio,BARI,IN.NUMERICIVICI.2012.1033328,71,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544684,41.12948
Viale Roma,BARI,IN.NUMERICIVICI.2012.1033395,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547514,41.130387
Via Tamborra,BARI,IN.NUMERICIVICI.2012.1033435,73,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546124,41.131864
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.1033440,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548992,41.129526
Via D'Azeglio,BARI,IN.NUMERICIVICI.2012.1033458,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547153,41.130107
Via Peschiera,BARI,IN.NUMERICIVICI.2012.1033461,1/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550696,41.129917
Largo Savoia,BARI,IN.NUMERICIVICI.2012.1033475,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543552,41.130752
Via Pau',BARI,IN.NUMERICIVICI.2012.1033485,55,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542608,41.127433
Corso Dante,BARI,IN.NUMERICIVICI.2012.1033494,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542766,41.12921
Via Mascagni,BARI,IN.NUMERICIVICI.2012.1033640,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537693,41.129515
Via Carelli,BARI,IN.NUMERICIVICI.2012.1033700,76,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541912,41.126279
Via Gorizia,BARI,IN.NUMERICIVICI.2012.1033839,69,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54473,41.133152
Via Tamborra,BARI,IN.NUMERICIVICI.2012.1034000,53,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546099,41.131433
Via M. Bisceglia,BARI,IN.NUMERICIVICI.2012.1034014,121,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546423,41.132517
Via 20 Settembre,BARI,IN.NUMERICIVICI.2012.1034143,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551474,41.129086
Via Oratorio di Sovereto,BARI,IN.NUMERICIVICI.2012.1034144,42,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543079,41.132591
Via Romaniello,BARI,IN.NUMERICIVICI.2012.1034176,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541196,41.130268
Via Poerio,BARI,IN.NUMERICIVICI.2012.1034241,46,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54421,41.129363
Viale Roma,BARI,IN.NUMERICIVICI.2012.1034269,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547644,41.130388
Largo Plebiscito,BARI,IN.NUMERICIVICI.2012.1034296,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540254,41.129119
Via Diaz,BARI,IN.NUMERICIVICI.2012.1034338,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542541,41.132243
Largo Santa Maria,BARI,IN.NUMERICIVICI.2012.1034359,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541491,41.130436
Via Arimondi,BARI,IN.NUMERICIVICI.2012.1034396,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541738,41.129443
Via De Lucia,BARI,IN.NUMERICIVICI.2012.1034402,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546398,41.132134
Via Tasso,BARI,IN.NUMERICIVICI.2012.1034447,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543722,41.132207
Via Torre Lops,BARI,IN.NUMERICIVICI.2012.1034460,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.534795,41.12889
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.1034477,59,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541268,41.132246
Viale Italia,BARI,IN.NUMERICIVICI.2012.1034488,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543398,41.134046
Via Francesco Salamone,BARI,IN.NUMERICIVICI.2012.1034540,42,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549742,41.128952
Via Bixio,BARI,IN.NUMERICIVICI.2012.1034582,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544636,41.128951
Via 20 Settembre,BARI,IN.NUMERICIVICI.2012.1034601,46,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551471,41.129205
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.1034795,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54541,41.132864
Via Pau',BARI,IN.NUMERICIVICI.2012.1034828,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542038,41.128688
Corso Dante,BARI,IN.NUMERICIVICI.2012.1034861,54,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541924,41.128818
Via Spaventa,BARI,IN.NUMERICIVICI.2012.1034896,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544414,41.126381
Via Giannuzzi,BARI,IN.NUMERICIVICI.2012.1034911,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546047,41.132277
Piazza Pio XII,BARI,IN.NUMERICIVICI.2012.1034915,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548044,41.128974
Via Vanvitelli,BARI,IN.NUMERICIVICI.2012.1034920,40,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542417,41.127834
Via Amendola,BARI,IN.NUMERICIVICI.2012.1034962,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553177,41.131377
Via Pisanelli,BARI,IN.NUMERICIVICI.2012.1034991,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546378,41.129011
Via Antonio Gramsci,BARI,IN.NUMERICIVICI.2012.1035029,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551244,41.133688
Via Giovanni Capoccio,BARI,IN.NUMERICIVICI.2012.1035092,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548686,41.129376
Via Annunziata,BARI,IN.NUMERICIVICI.2012.1035121,67,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540648,41.130267
Via Madonna delle Grazie,BARI,IN.NUMERICIVICI.2012.1035223,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546246,41.126781
Via Don Tonino Bello,BARI,IN.NUMERICIVICI.2012.1035233,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541276,41.130016
Viale del Lilium,BARI,IN.NUMERICIVICI.2012.1035261,72/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538121,41.126887
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.1035263,80,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54085,41.133219
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.1035265,44,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549374,41.1288
Via Gorizia,BARI,IN.NUMERICIVICI.2012.1035273,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543922,41.131059
Via Brin,BARI,IN.NUMERICIVICI.2012.1035348,68,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547106,41.13161
Via Bovio,BARI,IN.NUMERICIVICI.2012.1035385,42,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53854,41.130098
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.1035399,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540461,41.130634
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.1035408,47,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548727,41.132699
Via Annunziata,BARI,IN.NUMERICIVICI.2012.1035491,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540531,41.129989
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.1035518,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539201,41.130067
Via Ghiberti,BARI,IN.NUMERICIVICI.2012.1035608,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543837,41.127999
Via Ignazio Silone,BARI,IN.NUMERICIVICI.2012.1035631,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547217,41.12701
Via Giannuzzi,BARI,IN.NUMERICIVICI.2012.1035666,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545953,41.132428
Via Trento,BARI,IN.NUMERICIVICI.2012.1035726,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546581,41.128245
Via Trieste,BARI,IN.NUMERICIVICI.2012.1035734,64,16072043,70038,TERLIZZI,BARI,PUGLIA,16.55007,41.127858
Via Trento,BARI,IN.NUMERICIVICI.2012.1035950,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546684,41.128243
Via Tatulli,BARI,IN.NUMERICIVICI.2012.1035972,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547534,41.13208
Via Acton,BARI,IN.NUMERICIVICI.2012.1036012,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547499,41.131023
Via Macello,BARI,IN.NUMERICIVICI.2012.1036072,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541873,41.133598
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.1036161,129,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53537,41.131974
Via Croce,BARI,IN.NUMERICIVICI.2012.1036303,72,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540808,41.132348
Via Leoncavallo,BARI,IN.NUMERICIVICI.2012.1036421,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538125,41.129549
Via Arezzo,BARI,IN.NUMERICIVICI.2012.1036434,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53834,41.131874
Via Mantova,BARI,IN.NUMERICIVICI.2012.1036438,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551056,41.129605
Via Pau',BARI,IN.NUMERICIVICI.2012.1036446,61,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542638,41.12736
Via Livorno,BARI,IN.NUMERICIVICI.2012.1036497,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537439,41.131694
Via Togliatti,BARI,IN.NUMERICIVICI.2012.1036597,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553846,41.130992
Viale della Resistenza,BARI,IN.NUMERICIVICI.2012.1036702,40,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537207,41.133155
Vico G. Superba,BARI,IN.NUMERICIVICI.2012.1036725,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541784,41.130572
Via Tatulli,BARI,IN.NUMERICIVICI.2012.1036799,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546978,41.1326
Via Rossini,BARI,IN.NUMERICIVICI.2012.1036847,45,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538835,41.129222
Via Carita',BARI,IN.NUMERICIVICI.2012.1036848,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538319,41.129712
Via Benso,BARI,IN.NUMERICIVICI.2012.1036887,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5433,41.131698
Via Donatello,BARI,IN.NUMERICIVICI.2012.1036944,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543123,41.128134
Via Don Tonino Bello,BARI,IN.NUMERICIVICI.2012.1037018,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541228,41.130163
Via Marconi,BARI,IN.NUMERICIVICI.2012.1037020,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542296,41.131287
Via Urbano Rattazzi,BARI,IN.NUMERICIVICI.2012.1037123,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54808,41.130602
Via Pietro Nenni,BARI,IN.NUMERICIVICI.2012.1037146,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553047,41.132246
Via La Pira,BARI,IN.NUMERICIVICI.2012.1037235,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550823,41.133837
Via Giovanni Capoccio,BARI,IN.NUMERICIVICI.2012.1037236,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548673,41.129588
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.1037285,71,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540457,41.130549
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.1037325,72,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538408,41.130275
Via Albimonti,BARI,IN.NUMERICIVICI.2012.1037498,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540743,41.130028
Via Puglia,BARI,IN.NUMERICIVICI.2012.1037504,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537802,41.133658
Via Imbriani,BARI,IN.NUMERICIVICI.2012.1037584,5/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544585,41.127127
Piazza Cavour,BARI,IN.NUMERICIVICI.2012.1037604,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542774,41.129896
Via Fabrizio,BARI,IN.NUMERICIVICI.2012.1037620,44,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545998,41.129502
Via Ignazio Silone,BARI,IN.NUMERICIVICI.2012.1037623,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547253,41.127012
Via Donatello,BARI,IN.NUMERICIVICI.2012.1037625,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54302,41.128042
Via Tamborra,BARI,IN.NUMERICIVICI.2012.1037654,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546085,41.130957
Via Chiapperini,BARI,IN.NUMERICIVICI.2012.1037658,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54265,41.132914
Via Donizetti,BARI,IN.NUMERICIVICI.2012.1037681,57/b,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538005,41.129171
Arco San Nicola,BARI,IN.NUMERICIVICI.2012.1037718,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540716,41.129859
Via Duca degli Abruzzi,BARI,IN.NUMERICIVICI.2012.1037747,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543614,41.13386
Via Ospedale,BARI,IN.NUMERICIVICI.2012.1037820,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54117,41.129488
Via Tripoli,BARI,IN.NUMERICIVICI.2012.1037876,75,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549655,41.128619
Via Croce,BARI,IN.NUMERICIVICI.2012.1037960,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541259,41.131455
Via Cialdini,BARI,IN.NUMERICIVICI.2012.1037961,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544296,41.12913
Via Einaudi,BARI,IN.NUMERICIVICI.2012.1037986,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551474,41.132883
Via G.B. Ercolani,BARI,IN.NUMERICIVICI.2012.1038003,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546233,41.130614
Via Marconi,BARI,IN.NUMERICIVICI.2012.1038011,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542545,41.130538
Via Piscina Nuova,BARI,IN.NUMERICIVICI.2012.1038022,57,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544098,41.126679
Via Paisiello,BARI,IN.NUMERICIVICI.2012.1038072,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538792,41.129673
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.1038144,58,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549402,41.128202
Via Garignano,BARI,IN.NUMERICIVICI.2012.1038156,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54864,41.130691
Via Fiume,BARI,IN.NUMERICIVICI.2012.1038196,61,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549814,41.128314
Via Siena,BARI,IN.NUMERICIVICI.2012.1038213,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538036,41.131692
Via Gorizia,BARI,IN.NUMERICIVICI.2012.1038223,80,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544546,41.132817
Via Mameli,BARI,IN.NUMERICIVICI.2012.1038247,82,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545627,41.128924
Via San Francesco,BARI,IN.NUMERICIVICI.2012.1038257,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54061,41.128478
Via Crispi,BARI,IN.NUMERICIVICI.2012.1038295,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544856,41.127305
Via Bovio,BARI,IN.NUMERICIVICI.2012.1038301,106,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536622,41.129507
Via De Cristoforis,BARI,IN.NUMERICIVICI.2012.1038321,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541549,41.12939
Via Montanara,BARI,IN.NUMERICIVICI.2012.1038380,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552667,41.129704
