Latitude,Longitude,Number of casualties,Time of accident
53.960654,-1.057441,1,17:02:00
53.967624,-1.075272,1,17:50:00
53.976917,-0.969095,3,14:35:00
53.954011,-1.035799,1,01:58:00
53.950534,-1.121517,2,15:40:00
53.989507,-1.023692,1,16:30:00
53.959021,-1.090399,1,23:23:00
53.974271,-1.086408,1,09:33:00
54.019615,-1.04573,1,14:12:00
53.975227,-1.09401,1,19:11:00
53.912014,-1.139376,1,19:40:00
53.994642,-1.058962,1,16:34:00
53.970124,-0.984203,2,15:04:00
53.98065,-1.074374,1,07:54:00
54.012782,-0.990489,1,21:00:00
53.955332,-1.113949,1,17:00:00
53.97727,-0.968324,1,18:55:00
53.953289,-1.058065,1,18:30:00
53.917276,-1.146272,2,18:30:00
53.96816,-1.063217,4,12:16:00
53.907811,-1.024685,2,15:45:00
53.962938,-1.085436,1,16:55:00
54.031888,-1.040716,1,17:39:00
53.92184,-1.094405,2,18:13:00
53.92824,-0.963289,1,15:02:00
54.010776,-1.053257,2,14:30:00
53.973145,-1.092074,1,02:14:00
53.987975,-1.023271,2,13:00:00
53.899164,-1.091091,1,17:58:00
53.955065,-1.1391,1,20:01:00
54.01287,-0.990335,1,13:39:00
53.941964,-1.105091,1,17:50:00
53.956076,-1.013348,1,10:45:00
53.909221,-1.032264,2,15:40:00
53.965468,-1.063887,1,16:20:00
53.984878,-1.0633,1,01:23:00
53.909544,-1.05022,3,02:58:00
54.038151,-1.037059,1,12:29:00
53.957273,-1.085103,1,12:34:00
53.951948,-1.13063,1,03:30:00
53.963213,-1.086192,1,10:21:00
53.928788,-0.964341,3,13:16:00
53.991987,-1.087698,1,10:30:00
53.990671,-1.023208,1,05:07:00
53.912063,-1.050467,2,11:12:00
53.904328,-1.049882,1,07:45:00
53.928767,-1.157003,1,11:13:00
53.968618,-1.008326,1,12:01:00
53.965492,-1.090411,1,14:30:00
53.995879,-1.091274,1,11:18:00
53.957183,-1.085105,1,16:45:00
53.959277,-1.088565,1,14:40:00
53.959187,-1.088567,1,13:30:00
53.981336,-0.960446,3,15:40:00
53.898882,-1.054571,3,10:42:00
53.984296,-1.012986,1,17:47:00
53.958915,-1.088268,1,18:00:00
53.96008,-1.076049,1,21:45:00
53.924779,-1.067387,1,12:33:00
53.954012,-1.035951,1,01:58:00
53.955428,-1.011078,1,12:50:00
53.942991,-1.13493,1,20:15:00
53.956657,-1.135409,1,09:00:00
53.964986,-1.082952,1,15:12:00
53.961638,-1.103755,1,20:35:00
53.965467,-1.063735,1,16:00:00
53.965218,-1.089807,1,08:55:00
53.978038,-1.097304,1,15:30:00
53.969807,-1.078578,1,11:30:00
53.956752,-1.075818,1,09:55:00
53.954901,-1.092318,1,16:37:00
53.956856,-1.089379,1,20:15:00
53.96951,-1.098708,4,22:41:00
53.989623,-1.026893,1,16:09:00
53.96272,-1.116383,1,22:05:00
53.938393,-1.108367,1,10:09:00
53.968649,-1.079976,2,21:10:00
54.016484,-0.981853,2,20:07:00
53.969952,-1.097784,1,09:05:00
53.954822,-1.10573,1,09:30:00
53.95026,-0.942476,1,14:58:00
53.96904,-1.095974,1,17:25:00
53.940363,-1.10741,1,22:43:00
54.023655,-1.115703,1,09:13:00
54.019613,-1.045577,1,15:30:00
53.974964,-1.094931,1,16:30:00
53.998397,-1.091372,1,19:38:00
53.962733,-1.070503,1,09:45:00
53.942053,-1.105089,2,12:28:00
53.965011,-1.110085,1,16:30:00
53.974956,-1.058796,2,21:40:00
53.954533,-1.06779,4,08:00:00
53.959111,-1.090397,1,15:29:00
53.994642,-1.058962,3,13:42:00
53.962368,-1.058165,4,16:50:00
53.965363,-1.109163,1,07:39:00
53.96105,-1.073589,1,12:27:00
53.960743,-1.057287,1,23:12:00
53.969767,-1.133613,1,04:02:00
53.986909,-1.105653,1,17:00:00
53.964831,-1.07442,1,20:47:00
53.948751,-1.052529,2,14:10:00
53.959255,-1.028515,1,22:50:00
53.916642,-1.171255,1,03:40:00
53.938479,-1.144925,2,11:37:00
53.955111,-1.18436,1,10:06:00
53.956246,-1.166355,3,01:40:00
53.95535,-1.080421,1,10:30:00
53.96704,-1.092968,1,15:20:00
53.954361,-1.080443,1,06:50:00
53.956566,-1.135259,1,12:51:00
53.978851,-1.062673,1,16:59:00
53.998009,-1.041495,1,11:05:00
53.947542,-1.093849,1,15:22:00
53.984375,-1.12782,1,12:45:00
53.920043,-1.08272,1,20:19:00
53.951609,-1.084922,1,07:27:00
53.917276,-1.146272,3,09:35:00
53.981903,-1.062147,2,10:25:00
53.984582,-1.095027,2,13:52:00
53.992532,-1.042231,3,15:50:00
53.944257,-1.01896,1,19:05:00
54.017546,-1.080118,1,10:35:00
53.959785,-1.096327,1,16:04:00
53.95867,-1.079738,1,14:00:00
53.954324,-1.136067,1,16:06:00
53.954012,-1.093708,1,14:45:00
53.971598,-1.077776,1,07:26:00
53.953633,-1.139891,2,11:39:00
54.015741,-1.06749,1,11:45:00
54.037427,-1.036465,1,17:50:00
53.968824,-1.091253,1,19:30:00
53.963761,-1.087247,1,17:57:00
53.938207,-1.119796,1,09:24:00
53.96312,-1.085737,1,19:30:00
53.911792,-1.050321,1,18:03:00
53.995773,-1.020495,1,18:10:00
53.979793,-1.153229,1,15:42:00
53.979883,-1.153227,1,15:20:00
54.018362,-1.092921,1,02:40:00
53.972534,-1.143466,1,21:42:00
53.975052,-1.156374,4,10:20:00
53.989897,-1.027496,1,17:30:00
53.959147,-1.07165,1,17:10:00
53.940601,-1.067796,1,18:04:00
53.914059,-1.052858,5,17:12:00
53.971091,-1.082056,2,08:00:00
53.955433,-1.091392,1,15:52:00
53.973609,-1.082153,1,07:35:00
53.983044,-1.130135,4,13:45:00
54.003247,-1.139784,1,07:46:00
53.956426,-1.080092,1,16:30:00
53.955322,-0.976943,2,17:45:00
53.954445,-1.127835,1,16:40:00
53.963536,-1.069723,1,17:58:00
53.953607,-1.136234,1,17:30:00
53.969856,-1.133612,2,12:38:00
53.940651,-1.074193,2,21:21:00
