Data Category,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
Gas (MJ),3038529274,3065472123,3143817448,3191017125,3196615742,3196635588,3254003173,3291725850,3342947244,3510162090
