"row ID","Sum(Students)","new column (#1)","Sum(Census_2011)"
"Row1_Row0_Row0",44741,7322.0,273051
"Row1_Row0_Row1",44741,7322.0,273051
"Row1_Row0_Row2",44741,7322.0,273051
"Row1_Row0_Row3",44741,7322.0,273051
"Row1_Row0_Row4",44741,7322.0,273051
"Row1_Row0_Row5",44741,7322.0,273051
"Row1_Row0_Row6",44741,7322.0,273051
"Row1_Row0_Row7",44741,7322.0,273051
"Row1_Row0_Row8",44741,7322.0,273051
"Row1_Row0_Row9",44741,7322.0,273051
"Row1_Row0_Row10",44741,7322.0,273051
"Row1_Row0_Row11",44741,7322.0,273051
"Row1_Row0_Row12",44741,7322.0,273051
"Row1_Row0_Row13",44741,7322.0,273051
"Row1_Row0_Row14",44741,7322.0,273051
"Row1_Row0_Row15",44741,7322.0,273051
"Row1_Row0_Row16",44741,7322.0,273051
"Row1_Row0_Row17",44741,7322.0,273051
"Row1_Row0_Row18",44741,7322.0,273051
"Row1_Row0_Row19",44741,7322.0,273051
"Row1_Row0_Row20",44741,7322.0,273051
"Row1_Row0_Row21",44741,7322.0,273051
"Row1_Row0_Row22",44741,7322.0,273051
"Row1_Row0_Row23",44741,7322.0,273051
"Row1_Row0_Row24",44741,7322.0,273051
"Row1_Row0_Row25",44741,7322.0,273051
"Row1_Row0_Row26",44741,7322.0,273051
"Row1_Row0_Row27",44741,7322.0,273051
"Row1_Row0_Row28",44741,7322.0,273051
"Row1_Row0_Row29",44741,7322.0,273051
"Row1_Row0_Row30",44741,7322.0,273051
"Row1_Row0_Row31",44741,7322.0,273051
"Row1_Row0_Row32",44741,7322.0,273051
"Row1_Row0_Row33",44741,7322.0,273051
"Row1_Row0_Row34",44741,7322.0,273051
"Row1_Row0_Row35",44741,7322.0,273051
"Row1_Row0_Row36",44741,7322.0,273051
"Row1_Row0_Row37",44741,7322.0,273051
"Row1_Row0_Row38",44741,7322.0,273051
"Row1_Row0_Row39",44741,7322.0,273051
"Row1_Row0_Row40",44741,7322.0,273051
"Row1_Row0_Row41",44741,7322.0,273051
"Row1_Row1_Row0",44741,7322.0,273051
"Row1_Row1_Row1",44741,7322.0,273051
"Row1_Row1_Row2",44741,7322.0,273051
"Row1_Row1_Row3",44741,7322.0,273051
"Row1_Row1_Row4",44741,7322.0,273051
"Row1_Row1_Row5",44741,7322.0,273051
"Row1_Row1_Row6",44741,7322.0,273051
"Row1_Row1_Row7",44741,7322.0,273051
"Row1_Row1_Row8",44741,7322.0,273051
"Row1_Row1_Row9",44741,7322.0,273051
"Row1_Row1_Row10",44741,7322.0,273051
"Row1_Row1_Row11",44741,7322.0,273051
"Row1_Row1_Row12",44741,7322.0,273051
"Row1_Row1_Row13",44741,7322.0,273051
"Row1_Row1_Row14",44741,7322.0,273051
"Row1_Row1_Row15",44741,7322.0,273051
"Row1_Row1_Row16",44741,7322.0,273051
"Row1_Row1_Row17",44741,7322.0,273051
"Row1_Row1_Row18",44741,7322.0,273051
"Row1_Row1_Row19",44741,7322.0,273051
"Row1_Row1_Row20",44741,7322.0,273051
"Row1_Row1_Row21",44741,7322.0,273051
"Row1_Row1_Row22",44741,7322.0,273051
"Row1_Row1_Row23",44741,7322.0,273051
"Row1_Row1_Row24",44741,7322.0,273051
"Row1_Row1_Row25",44741,7322.0,273051
"Row1_Row1_Row26",44741,7322.0,273051
"Row1_Row1_Row27",44741,7322.0,273051
"Row1_Row1_Row28",44741,7322.0,273051
"Row1_Row1_Row29",44741,7322.0,273051
"Row1_Row1_Row30",44741,7322.0,273051
"Row1_Row1_Row31",44741,7322.0,273051
"Row1_Row1_Row32",44741,7322.0,273051
"Row1_Row1_Row33",44741,7322.0,273051
"Row1_Row1_Row34",44741,7322.0,273051
"Row1_Row1_Row35",44741,7322.0,273051
"Row1_Row1_Row36",44741,7322.0,273051
"Row1_Row1_Row37",44741,7322.0,273051
"Row1_Row1_Row38",44741,7322.0,273051
"Row1_Row1_Row39",44741,7322.0,273051
"Row1_Row1_Row40",44741,7322.0,273051
"Row1_Row1_Row41",44741,7322.0,273051
"Row1_Row2_Row0",44741,7322.0,273051
"Row1_Row2_Row1",44741,7322.0,273051
"Row1_Row2_Row2",44741,7322.0,273051
"Row1_Row2_Row3",44741,7322.0,273051
"Row1_Row2_Row4",44741,7322.0,273051
"Row1_Row2_Row5",44741,7322.0,273051
"Row1_Row2_Row6",44741,7322.0,273051
"Row1_Row2_Row7",44741,7322.0,273051
"Row1_Row2_Row8",44741,7322.0,273051
"Row1_Row2_Row9",44741,7322.0,273051
"Row1_Row2_Row10",44741,7322.0,273051
"Row1_Row2_Row11",44741,7322.0,273051
"Row1_Row2_Row12",44741,7322.0,273051
"Row1_Row2_Row13",44741,7322.0,273051
"Row1_Row2_Row14",44741,7322.0,273051
"Row1_Row2_Row15",44741,7322.0,273051
"Row1_Row2_Row16",44741,7322.0,273051
"Row1_Row2_Row17",44741,7322.0,273051
"Row1_Row2_Row18",44741,7322.0,273051
"Row1_Row2_Row19",44741,7322.0,273051
"Row1_Row2_Row20",44741,7322.0,273051
"Row1_Row2_Row21",44741,7322.0,273051
"Row1_Row2_Row22",44741,7322.0,273051
"Row1_Row2_Row23",44741,7322.0,273051
"Row1_Row2_Row24",44741,7322.0,273051
"Row1_Row2_Row25",44741,7322.0,273051
"Row1_Row2_Row26",44741,7322.0,273051
"Row1_Row2_Row27",44741,7322.0,273051
"Row1_Row2_Row28",44741,7322.0,273051
"Row1_Row2_Row29",44741,7322.0,273051
"Row1_Row2_Row30",44741,7322.0,273051
"Row1_Row2_Row31",44741,7322.0,273051
"Row1_Row2_Row32",44741,7322.0,273051
"Row1_Row2_Row33",44741,7322.0,273051
"Row1_Row2_Row34",44741,7322.0,273051
"Row1_Row2_Row35",44741,7322.0,273051
"Row1_Row2_Row36",44741,7322.0,273051
"Row1_Row2_Row37",44741,7322.0,273051
"Row1_Row2_Row38",44741,7322.0,273051
"Row1_Row2_Row39",44741,7322.0,273051
"Row1_Row2_Row40",44741,7322.0,273051
"Row1_Row2_Row41",44741,7322.0,273051
"Row1_Row3_Row0",44741,7322.0,273051
"Row1_Row3_Row1",44741,7322.0,273051
"Row1_Row3_Row2",44741,7322.0,273051
"Row1_Row3_Row3",44741,7322.0,273051
"Row1_Row3_Row4",44741,7322.0,273051
"Row1_Row3_Row5",44741,7322.0,273051
"Row1_Row3_Row6",44741,7322.0,273051
"Row1_Row3_Row7",44741,7322.0,273051
"Row1_Row3_Row8",44741,7322.0,273051
"Row1_Row3_Row9",44741,7322.0,273051
"Row1_Row3_Row10",44741,7322.0,273051
"Row1_Row3_Row11",44741,7322.0,273051
"Row1_Row3_Row12",44741,7322.0,273051
"Row1_Row3_Row13",44741,7322.0,273051
"Row1_Row3_Row14",44741,7322.0,273051
"Row1_Row3_Row15",44741,7322.0,273051
"Row1_Row3_Row16",44741,7322.0,273051
"Row1_Row3_Row17",44741,7322.0,273051
"Row1_Row3_Row18",44741,7322.0,273051
"Row1_Row3_Row19",44741,7322.0,273051
"Row1_Row3_Row20",44741,7322.0,273051
"Row1_Row3_Row21",44741,7322.0,273051
"Row1_Row3_Row22",44741,7322.0,273051
"Row1_Row3_Row23",44741,7322.0,273051
"Row1_Row3_Row24",44741,7322.0,273051
"Row1_Row3_Row25",44741,7322.0,273051
"Row1_Row3_Row26",44741,7322.0,273051
"Row1_Row3_Row27",44741,7322.0,273051
"Row1_Row3_Row28",44741,7322.0,273051
"Row1_Row3_Row29",44741,7322.0,273051
"Row1_Row3_Row30",44741,7322.0,273051
"Row1_Row3_Row31",44741,7322.0,273051
"Row1_Row3_Row32",44741,7322.0,273051
"Row1_Row3_Row33",44741,7322.0,273051
"Row1_Row3_Row34",44741,7322.0,273051
"Row1_Row3_Row35",44741,7322.0,273051
"Row1_Row3_Row36",44741,7322.0,273051
"Row1_Row3_Row37",44741,7322.0,273051
"Row1_Row3_Row38",44741,7322.0,273051
"Row1_Row3_Row39",44741,7322.0,273051
"Row1_Row3_Row40",44741,7322.0,273051
"Row1_Row3_Row41",44741,7322.0,273051
"Row1_Row4_Row0",44741,7322.0,273051
"Row1_Row4_Row1",44741,7322.0,273051
"Row1_Row4_Row2",44741,7322.0,273051
"Row1_Row4_Row3",44741,7322.0,273051
"Row1_Row4_Row4",44741,7322.0,273051
"Row1_Row4_Row5",44741,7322.0,273051
"Row1_Row4_Row6",44741,7322.0,273051
"Row1_Row4_Row7",44741,7322.0,273051
"Row1_Row4_Row8",44741,7322.0,273051
"Row1_Row4_Row9",44741,7322.0,273051
"Row1_Row4_Row10",44741,7322.0,273051
"Row1_Row4_Row11",44741,7322.0,273051
"Row1_Row4_Row12",44741,7322.0,273051
"Row1_Row4_Row13",44741,7322.0,273051
"Row1_Row4_Row14",44741,7322.0,273051
"Row1_Row4_Row15",44741,7322.0,273051
"Row1_Row4_Row16",44741,7322.0,273051
"Row1_Row4_Row17",44741,7322.0,273051
"Row1_Row4_Row18",44741,7322.0,273051
"Row1_Row4_Row19",44741,7322.0,273051
"Row1_Row4_Row20",44741,7322.0,273051
"Row1_Row4_Row21",44741,7322.0,273051
"Row1_Row4_Row22",44741,7322.0,273051
"Row1_Row4_Row23",44741,7322.0,273051
"Row1_Row4_Row24",44741,7322.0,273051
"Row1_Row4_Row25",44741,7322.0,273051
"Row1_Row4_Row26",44741,7322.0,273051
"Row1_Row4_Row27",44741,7322.0,273051
"Row1_Row4_Row28",44741,7322.0,273051
"Row1_Row4_Row29",44741,7322.0,273051
"Row1_Row4_Row30",44741,7322.0,273051
"Row1_Row4_Row31",44741,7322.0,273051
"Row1_Row4_Row32",44741,7322.0,273051
"Row1_Row4_Row33",44741,7322.0,273051
"Row1_Row4_Row34",44741,7322.0,273051
"Row1_Row4_Row35",44741,7322.0,273051
"Row1_Row4_Row36",44741,7322.0,273051
"Row1_Row4_Row37",44741,7322.0,273051
"Row1_Row4_Row38",44741,7322.0,273051
"Row1_Row4_Row39",44741,7322.0,273051
"Row1_Row4_Row40",44741,7322.0,273051
"Row1_Row4_Row41",44741,7322.0,273051
"Row1_Row5_Row0",44741,7322.0,273051
"Row1_Row5_Row1",44741,7322.0,273051
"Row1_Row5_Row2",44741,7322.0,273051
"Row1_Row5_Row3",44741,7322.0,273051
"Row1_Row5_Row4",44741,7322.0,273051
"Row1_Row5_Row5",44741,7322.0,273051
"Row1_Row5_Row6",44741,7322.0,273051
"Row1_Row5_Row7",44741,7322.0,273051
"Row1_Row5_Row8",44741,7322.0,273051
"Row1_Row5_Row9",44741,7322.0,273051
"Row1_Row5_Row10",44741,7322.0,273051
"Row1_Row5_Row11",44741,7322.0,273051
"Row1_Row5_Row12",44741,7322.0,273051
"Row1_Row5_Row13",44741,7322.0,273051
"Row1_Row5_Row14",44741,7322.0,273051
"Row1_Row5_Row15",44741,7322.0,273051
"Row1_Row5_Row16",44741,7322.0,273051
"Row1_Row5_Row17",44741,7322.0,273051
"Row1_Row5_Row18",44741,7322.0,273051
"Row1_Row5_Row19",44741,7322.0,273051
"Row1_Row5_Row20",44741,7322.0,273051
"Row1_Row5_Row21",44741,7322.0,273051
"Row1_Row5_Row22",44741,7322.0,273051
"Row1_Row5_Row23",44741,7322.0,273051
"Row1_Row5_Row24",44741,7322.0,273051
"Row1_Row5_Row25",44741,7322.0,273051
"Row1_Row5_Row26",44741,7322.0,273051
"Row1_Row5_Row27",44741,7322.0,273051
"Row1_Row5_Row28",44741,7322.0,273051
"Row1_Row5_Row29",44741,7322.0,273051
"Row1_Row5_Row30",44741,7322.0,273051
"Row1_Row5_Row31",44741,7322.0,273051
"Row1_Row5_Row32",44741,7322.0,273051
"Row1_Row5_Row33",44741,7322.0,273051
"Row1_Row5_Row34",44741,7322.0,273051
"Row1_Row5_Row35",44741,7322.0,273051
"Row1_Row5_Row36",44741,7322.0,273051
"Row1_Row5_Row37",44741,7322.0,273051
"Row1_Row5_Row38",44741,7322.0,273051
"Row1_Row5_Row39",44741,7322.0,273051
"Row1_Row5_Row40",44741,7322.0,273051
"Row1_Row5_Row41",44741,7322.0,273051
"Row1_Row6_Row0",44741,7322.0,273051
"Row1_Row6_Row1",44741,7322.0,273051
"Row1_Row6_Row2",44741,7322.0,273051
"Row1_Row6_Row3",44741,7322.0,273051
"Row1_Row6_Row4",44741,7322.0,273051
"Row1_Row6_Row5",44741,7322.0,273051
"Row1_Row6_Row6",44741,7322.0,273051
"Row1_Row6_Row7",44741,7322.0,273051
"Row1_Row6_Row8",44741,7322.0,273051
"Row1_Row6_Row9",44741,7322.0,273051
"Row1_Row6_Row10",44741,7322.0,273051
"Row1_Row6_Row11",44741,7322.0,273051
"Row1_Row6_Row12",44741,7322.0,273051
"Row1_Row6_Row13",44741,7322.0,273051
"Row1_Row6_Row14",44741,7322.0,273051
"Row1_Row6_Row15",44741,7322.0,273051
"Row1_Row6_Row16",44741,7322.0,273051
"Row1_Row6_Row17",44741,7322.0,273051
"Row1_Row6_Row18",44741,7322.0,273051
"Row1_Row6_Row19",44741,7322.0,273051
"Row1_Row6_Row20",44741,7322.0,273051
"Row1_Row6_Row21",44741,7322.0,273051
"Row1_Row6_Row22",44741,7322.0,273051
"Row1_Row6_Row23",44741,7322.0,273051
"Row1_Row6_Row24",44741,7322.0,273051
"Row1_Row6_Row25",44741,7322.0,273051
"Row1_Row6_Row26",44741,7322.0,273051
"Row1_Row6_Row27",44741,7322.0,273051
"Row1_Row6_Row28",44741,7322.0,273051
"Row1_Row6_Row29",44741,7322.0,273051
"Row1_Row6_Row30",44741,7322.0,273051
