Lat,Long,District,Decision
53.28741279,-6.11315554,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29718747,-6.163093317,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26954697,-6.184307258,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25594603,-6.132939908,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26601824,-6.162759162,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26874187,-6.15348364,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2687549,-6.122535383,Dun Laoghaire Rathdown,GRANT PERMISSION
53.27465196,-6.218774422,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29235662,-6.266090944,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.28749477,-6.13761776,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29248492,-6.141831867,Dun Laoghaire Rathdown,GRANT PERMISSION
53.30022844,-6.266832202,Dun Laoghaire Rathdown,GRANT PERMISSION
53.27257974,-6.196954102,Dun Laoghaire Rathdown,GRANT PERMISSION
53.30878715,-6.236075453,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26965881,-6.250096143,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.27652655,-6.235038447,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.28294756,-6.228024713,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2764398,-6.145517799,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25808265,-6.188762722,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.27628553,-6.117524198,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.27931227,-6.238227507,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.22342077,-6.197498397,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28368201,-6.215070128,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29700191,-6.235190002,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26146414,-6.165110364,Dun Laoghaire Rathdown,GRANT PERMISSION
53.31080285,-6.205551592,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25713722,-6.220079378,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.29897784,-6.238866495,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2862329,-6.135965857,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.2312177,-6.133461786,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28348549,-6.265686546,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2790534,-6.149307087,Dun Laoghaire Rathdown,GRANT PERMISSION
53.22572396,-6.123558876,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26381413,-6.114773281,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2907597,-6.231917962,Dun Laoghaire Rathdown,GRANT PERMISSION
53.22715956,-6.130696459,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.26410902,-6.233867514,Dun Laoghaire Rathdown,DECLARE APPLICATION WITHDRAWN
53.2569969,-6.114411828,Dun Laoghaire Rathdown,REFUSE PERMISSION FOR RETENTION
53.26876794,-6.177312284,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28810653,-6.125726507,Dun Laoghaire Rathdown,GRANT PERMISSION
53.30848601,-6.233696098,Dun Laoghaire Rathdown,GRANT PERMISSION
53.27654351,-6.148202562,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29539849,-6.238572961,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29844796,-6.248244961,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29572544,-6.15848273,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.29815227,-6.188347639,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28805391,-6.13757728,Dun Laoghaire Rathdown,GRANT PERMISSION
53.30653507,-6.248672235,Dun Laoghaire Rathdown,GRANT PERMISSION
53.22538903,-6.146557396,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.29677575,-6.231056657,Dun Laoghaire Rathdown,DECLARE INVALID (SITE NOTICE)
53.28028642,-6.190801106,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29291564,-6.272449,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25180356,-6.225881303,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2565982,-6.218583098,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25430448,-6.165416288,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29406329,-6.216577482,Dun Laoghaire Rathdown,DECLARE INVALID (SITE NOTICE)
53.25559223,-6.164735843,Dun Laoghaire Rathdown,GRANT PERMISSION
53.27483233,-6.163487806,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28461782,-6.216630857,Dun Laoghaire Rathdown,WITHDRAW THE APPLICATION
53.29175891,-6.137837615,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.25947579,-6.259637572,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26703951,-6.244761457,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.28398903,-6.223778323,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.29755156,-6.24855987,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.30406559,-6.234176414,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.27659341,-6.163528462,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29643344,-6.252568225,Dun Laoghaire Rathdown,GRANT PERMISSION
53.23768781,-6.124814339,Dun Laoghaire Rathdown,GRANT PERMISSION
53.30441402,-6.239342993,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28039956,-6.230392988,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29657116,-6.253686121,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28460849,-6.11759596,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28292116,-6.252120094,Dun Laoghaire Rathdown,WITHDRAW THE APPLICATION
53.27707184,-6.115796333,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2820235,-6.248921527,Dun Laoghaire Rathdown,DECLARE INVALID (SITE NOTICE)
53.2969295,-6.232881309,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29031941,-6.233533972,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.271881,-6.166985519,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25203589,-6.215004341,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25309263,-6.168803472,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26830552,-6.122420972,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29046124,-6.220626144,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26493516,-6.16011601,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29461025,-6.165719692,Dun Laoghaire Rathdown,GRANT PERMISSION
53.26033395,-6.197485258,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25284266,-6.136037309,Dun Laoghaire Rathdown,GRANT PERMISSION
53.25499326,-6.143434084,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.2884829,-6.143420125,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.29658624,-6.164991963,Dun Laoghaire Rathdown,GRANT PERMISSION
53.31065633,-6.239392145,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28943283,-6.139552799,Dun Laoghaire Rathdown,REFUSE PERMISSION
53.30802247,-6.20708443,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.28793334,-6.172036711,Dun Laoghaire Rathdown,REFUSE PERMISSION FOR RETENTION
53.29225235,-6.239812712,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29657658,-6.218345845,Dun Laoghaire Rathdown,GRANT PERMISSION
53.2935197,-6.244158453,Dun Laoghaire Rathdown,GRANT PERMISSION
53.30174049,-6.193532049,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29000823,-6.243400331,Dun Laoghaire Rathdown,GRANT PERMISSION
53.29221654,-6.27214705,Dun Laoghaire Rathdown,REFUSE PERMISSION FOR RETENTION
53.29212319,-6.214116956,Dun Laoghaire Rathdown,GRANT PERMISSION
53.28460092,-6.178742267,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
53.30422196,-6.246265258,Dun Laoghaire Rathdown,GRANT PERMISSION FOR RETENTION
