STREET NAME / ADDRESS,DATE GRANTED
HAROLD'S CROSS ROAD,22-Apr-13
FARNEY PARK,22-Apr-13
EDENVALE ROAD,22-Apr-13
EDENVALE ROAD,22-Apr-13
CABRA PARK,22-Apr-13
MOUNT PLEASANT AVENUE UPPER,22-Apr-13
ROSS ROAD,22-Apr-13
GROSVENOR PLACE,22-Apr-13
HOME VILLAS,22-Apr-12
HOLLYBANK ROAD,22-Apr-12
BELGRAVE SQUARE,22-Apr-12
HARTY PLACE,22-Apr-12
OLD KILMAINHAM,28-Apr-12
SAINT IGNATIUS ROAD,28-Apr-12
RATHMINES ROAD UPPER,28-Apr-12
JAMES'S STREET,28-Apr-12
CARLINGFORD PARADE,28-Apr-12
FERGUS ROAD,28-Apr-13
GROSVENOR PLACE,06-Apr-12
ORMEAU STREET,06-Apr-12
EFFRA ROAD,06-Apr-12
MOUNTPLEASANT PLACE,06-Apr-12
EFFRA ROAD,06-Apr-12
MADISON ROAD,08-Apr-12
CHESTER ROAD,08-Apr-13
SAINT IGNATIUS ROAD,08-Apr-13
FRANKFORT AVENUE,08-Apr-13
MADISON ROAD,08-Apr-13
ESTATE AVENUE,08-Apr-13
SITRIC PLACE,08-Apr-13
BELMONT AVENUE,08-Apr-12
PEMBROKE STREET LOWER,08-Apr-13
MOUNTPLEASANT SQUARE,08-Apr-12
FRANKFORT AVENUE,08-Apr-12
KIMMAGE ROAD LOWER,08-Apr-12
AIRFIELD COURT,08-Apr-12
VICTORIA STREET,08-Apr-12
CONNAUGHT STREET,08-Apr-12
WELLINGTON ROAD,08-Apr-12
RATHMORE VILLAS,08-Apr-12
HOLLYBANK ROAD,13-Apr-13
ASHWORTH PLACE,13-Apr-12
ARBUTUS PLACE,13-Apr-13
THORNCASTLE STREET,15-Apr-13
MANOR PLACE,15-Apr-13
BEECHWOOD AVENUE LOWER,15-Apr-12
MOUNT BROWN,15-Apr-13
NORTHUMBERLAND ROAD,15-Apr-13
RICHMOND ROW,15-Apr-12
CHELMSFORD AVENUE,15-Apr-13
CLANBRASSIL STREET LOWER,15-Apr-13
HEALTHFIELD ROAD,15-Apr-12
SOUTH DOCK STREET,22-Apr-12
BEECHWOOD AVENUE LOWER,22-Apr-12
CHESTER ROAD,08-Apr-13
JOHN DILLON STREET,08-Apr-13
NEWBRIDGE AVENUE,08-Apr-13
VERNON GROVE,10-Apr-13
VERNON GROVE,10-Apr-13
VERNON GROVE,10-Apr-13
VERNON GROVE,10-Apr-13
VERNON GROVE,10-Apr-13
MOUNTSHANNON ROAD,10-Apr-12
LEESON STREET UPPER,10-Apr-13
NORTHBROOK ROAD,10-Apr-13
BEECHWOOD AVENUE UPPER,10-Apr-13
KIRWAN STREET,10-Apr-13
DARTMOUTH SQUARE,10-Apr-13
HARCOURT TERRACE,10-Apr-13
GROSVENOR PLACE,10-Apr-13
MAYFIELD ROAD ,10-Apr-13
REUBEN STREET,10-Apr-12
HOLLYBANK ROAD,10-Apr-12
KIRWAN STREET,10-Apr-12
GRAND CANAL STREET UPPER,10-Apr-12
PALMERSTON ROAD,10-Apr-12
GULISTAN TERRACE,10-Apr-13
SAINT IGNATIUS ROAD,10-Apr-13
SAINT PHILOMENA'S ROAD,10-Apr-12
MANOR PLACE,10-Apr-13
EDENVALE ROAD,15-Apr-12
MOUNTPLEASANT AVENUE LOWER,15-Apr-12
BEECHWOOD AVENUE UPPER,15-Apr-12
SOUTH CIRCULAR ROAD,15-Apr-12
VIKING ROAD,15-Apr-13
BLOOMFIELD AVENUE,15-Apr-12
HEYTESBURY STREET,15-Apr-12
ORMOND SQUARE,15-Apr-12
MORNINGTON ROAD,15-Apr-12
CASIMIR AVENUE,15-Apr-12
LEESON PARK,15-Apr-13
BLESSINGTON STREET,15-Apr-12
GILFORD ROAD,15-Apr-12
HARRINGTON STREET,15-Apr-12
STRAND STREET LITTLE,15-Apr-13
MUNSTER STREET,15-Apr-13
OLD KILMAINHAM,22-Apr-12
ELMPARK AVENUE,22-Apr-12
FONTENOY STREET,22-Apr-12
FONTENOY STREET,22-Apr-12
PRUSSIA STREET,22-Apr-13
MOYNE ROAD,22-Apr-12
MYRTLE STREET,22-Apr-12
EBLANA VILLAS,22-Apr-12
CABRA PARK,22-Apr-12
OAKLANDS DRIVE,22-Apr-12
CONNAUGHT STREET,25-Apr-13
JOSEPHINE AVENUE,25-Apr-13
ORWELL MEWS,25-Apr-13
MOYNE ROAD,25-Apr-13
DORSET STREET LOWER,25-Apr-13
MOYNE ROAD,25-Apr-13
DERRYNANE PARADE,25-Apr-12
RICHMOND STREET SOUTH,25-Apr-12
ANNA VILLA,24-Apr-13
LEINSTER STREET NORTH,24-Apr-13
SOUTH CIRCULAR ROAD,24-Apr-13
SAINT JOSEPH'S PLACE,24-Apr-13
SAINT MARY'S ROAD,24-Apr-13
BESSBOROUGH PARADE,24-Apr-13
HAROLD'S CROSS ROAD,24-Apr-13
LEO AVENUE,24-Apr-12
NEW ROW SOUTH,24-Apr-12
LEESON STREET UPPER,24-Apr-13
HADDINGTON ROAD,14-Apr-13
HADDINGTON ROAD,14-Apr-13
SAINT CATHERINE'S AVENUE,14-Apr-13
BLOOMFIELD AVENUE,14-Apr-13
GROSVENOR ROAD,14-Apr-13
RAYMOND STREET,14-Apr-12
DAVID ROAD,14-Apr-13
DAVID ROAD,14-Apr-13
DAVID ROAD,14-Apr-13
HARTY PLACE,14-Apr-13
WIGAN ROAD,14-Apr-13
WIGAN ROAD,14-Apr-13
WIGAN ROAD,14-Apr-13
ASHFIELD PARK,14-Apr-12
HOLLYBANK ROAD,14-Apr-12
HOLLYBANK ROAD,14-Apr-13
VICTORIA AVENUE,14-Apr-12
HOLLYBANK ROAD,14-Apr-12
LEINSTER ROAD,14-Apr-12
DAVID ROAD,14-Apr-12
ANNESLEY PARK,14-Apr-12
CHARLES STREET GREAT,14-Apr-12
HALSTON STREET,15-Apr-13
HEYTESBURY STREET,15-Apr-12
POWER'S COURT,17-Apr-13
NORTHBROOK AVENUE LOWER,17-Apr-13
NORTH CIRCULAR ROAD,17-Apr-12
ANGLESEA ROAD,17-Apr-13
BELVEDERE ROAD,17-Apr-13
MANOR STREET,17-Apr-13
PALMERSTON PLACE,17-Apr-13
GARVILLE ROAD,17-Apr-13
MARLBOROUGH ROAD,17-Apr-13
ADDISON ROAD,17-Apr-13
LEICESTER AVENUE,17-Apr-13
HAROLD ROAD,17-Apr-12
VICTORIA AVENUE,17-Apr-12
ASHFIELD PARK,17-Apr-12
MALONE GARDENS,17-Apr-12
HARCOURT TERRACE,20-Apr-13
MOUNTPLEASANT PARADE ,20-Apr-13
ADDISON ROAD,20-Apr-12
MOREHAMPTON ROAD,20-Apr-13
LEINSTER ROAD,20-Apr-12
MOREHAMPTON ROAD,20-Apr-12
HOLLYBANK ROAD,20-Apr-13
NORSEMAN PLACE,20-Apr-12
CABRA PARK,20-Apr-12
FONTENOY STREET,20-Apr-12
MOYNE ROAD,20-Apr-12
,20-Apr-13
CULLENSWOOD PARK,20-Apr-12
ARGYLE ROAD,20-Apr-12
GREENVILLE TERRACE,20-Apr-12
GROSVENOR PLACE,20-Apr-12
CHELMSFORD ROAD,20-Apr-12
SAINT COLUMBA'S ROAD LOWER,20-Apr-12
WIGAN ROAD,20-Apr-12
MERRION ROAD,20-Apr-13
RAGLAN LANE,20-Apr-12
ONTARIO TERRACE,25-Apr-13
LENNOX PLACE,07-Apr-13
SERPENTINE AVENUE,07-Apr-13
ARRANMORE ROAD,07-Apr-13
ARRAN STREET EAST,07-Apr-13
ANGLESEA ROAD,07-Apr-13
GOLDSMITH STREET,07-Apr-13
MORNINGTON ROAD,07-Apr-13
DODDER VIEW COTTAGES,07-Apr-13
PALMERSTON ROAD,07-Apr-13
MOUNTSHANNON ROAD,07-Apr-12
MAYFIELD ROAD,07-Apr-13
MAXWELL ROAD,07-Apr-12
LEINSTER PLACE,07-Apr-12
PRIMROSE AVENUE,07-Apr-12
CHELMSFORD ROAD,07-Apr-12
MOUNTPLEASANT AVENUE LOWER,07-Apr-12
CABRA PARK,07-Apr-12
GROSVENOR ROAD,07-Apr-12
BRENDAN ROAD,07-Apr-12
LEINSTER ROAD,07-Apr-12
PRIMROSE AVENUE,07-Apr-12
SOUTH DOCK STREET,07-Apr-12
CHERRYFIELD AVENUE,07-Apr-12
RICHMOND COTTAGES,14-Apr-12
HOLLYBANK ROAD,14-Apr-13
CONNAUGHT STREET,14-Apr-12
RATHDOWN ROAD,14-Apr-12
PEMBROKE ROAD,16-Apr-13
PEARSE SQUARE,16-Apr-13
SOUTH CIRCULAR ROAD,16-Apr-13
SAINT JOSEPH'S ROAD,16-Apr-13
SAINT JOSEPH'S ROAD,16-Apr-13
SAINT KEVIN'S PARADE,16-Apr-13
QUEEN STREET,16-Apr-13
WIGAN ROAD,16-Apr-13
BALLSBRIDGE AVENUE,16-Apr-13
LONGWOOD AVENUE,16-Apr-12
HAROLD ROAD,16-Apr-12
SAINT PATRICK'S ROAD,16-Apr-12
LEINSTER ROAD WEST,16-Apr-12
GROSVENOR PLACE,16-Apr-12
OLIVER BOND STREET,16-Apr-13
MOYNE ROAD,16-Apr-12
GROSVENOR PLACE,17-Apr-13
ORMOND ROAD SOUTH,17-Apr-13
PEARSE SQUARE,18-Apr-13
SOUTH LOTTS ROAD,18-Apr-13
BRIGHTON SQUARE,18-Apr-12
OAKLANDS PARK,18-Apr-13
ANGLESEA ROAD,18-Apr-13
GRAND CANAL STREET UPPER,18-Apr-13
PEARSE SQUARE,18-Apr-12
LEINSTER SQUARE,18-Apr-12
SAINT CATHERINE'S AVENUE,18-Apr-12
HADDINGTON ROAD,18-Apr-12
MARLBOROUGH ROAD,18-Apr-12
LONGWOOD AVENUE,16-Apr-12
KIRWAN STREET COTTAGES,21-Apr-13
KENILWORTH SQUARE,21-Apr-13
LEINSTER ROAD,21-Apr-13
NEVILLE ROAD,21-Apr-13
FRANKFORT AVENUE,21-Apr-13
HOLLYBANK ROAD,21-Apr-12
HOLLYBANK ROAD,21-Apr-12
HARRINGTON STREET,21-Apr-12
MOUNTPLEASANT TERRACE,21-Apr-12
LAVERTY COURT,21-Apr-12
ORMOND SQUARE,07-May-13
ROSS ROAD,07-May-13
CLYDE LANE,07-May-13
BELGRAVE PLACE,07-May-13
FONTENOY STREET,07-May-13
NORTHBROOK AVENUE LOWER,07-May-12
CURZON STREET,07-May-12
KENILWORTH PARK,07-May-13
KENILWORTH PARK,07-May-13
KENILWORTH PARK,07-May-12
FITZWILLIAM SQUARE NORTH,07-May-13
WINTON ROAD,07-May-13
KENILWORTH PARK,07-May-12
KENILWORTH PARK,07-May-12
RAYMOND STREET,07-May-12
KENILWORTH PARK,07-May-13
DARTMOUTH SQUARE,07-May-13
HAROLD ROAD,07-May-12
AVONDALE AVENUE,07-May-12
NUTLEY PARK,07-May-13
HANNAVILLE PARK,07-May-12
ARBOUR HILL,07-May-12
SAINT ANNE'S ROAD NORTH,07-May-12
LINENHALL STREET,07-May-13
WINTON AVENUE,07-May-12
ELM PARK TERRACE,21-Apr-13
GROVE PARK,21-Apr-12
KENILWORTH PARK,21-Apr-12
MERVILLE AVENUE,21-Apr-12
ARNOTT STREET,21-Apr-13
SAINT COLUMBA'S ROAD LOWER,21-Apr-13
HAROLD ROAD,21-Apr-13
HARTY PLACE,21-Apr-12
NORTH CIRCULAR ROAD,18-Apr-12
OSTMAN PLACE,18-Apr-12
XAVIER AVENUE,18-Apr-12
OSTMAN PLACE,18-Apr-12
MONTPELIER HILL,18-Apr-12
OSTMAN PLACE,18-Apr-12
PEMBROKE COTTAGES,18-Apr-12
GROVE PARK,18-Apr-12
SIGURD ROAD,18-Apr-12
MOYNE ROAD,18-Apr-12
HASTINGS STREET,18-Apr-12
ANNESLEY PARK,18-Apr-12
HANNAVILLE PARK,18-Apr-13
RATHGAR AVENUE,18-Apr-12
HEYTESBURY STREET,18-Apr-13
CAMDEN ROW,25-Apr-12
WARRINGTON PLACE,25-Apr-12
RANELAGH AVENUE,25-Apr-13
KILLEEN ROAD,25-Apr-13
ASHFIELD ROAD,08-May-13
SAINT JOSEPH'S ROAD,08-May-13
BELVIDERE AVENUE,08-May-13
WINDSOR ROAD,08-May-13
CHARLEVILLE ROAD,08-May-13
GORDON STREET,09-May-13
GORDON STREET,09-May-13
GORDON STREET,09-May-13
PEMBROKE PARK,09-May-13
,09-May-13
GORDON STREET,09-May-13
WHITWORTH PLACE,09-May-12
MOUNTAIN VIEW ROAD,09-May-12
DUFFERIN AVENUE,09-May-13
PARKVIEW AVENUE,08-May-12
PHIBSBOROUGH ROAD,09-May-13
AUBURN AVENUE,08-May-13
AUBURN AVENUE,09-May-13
MILITARY ROAD,08-May-12
NORTHBROOK AVENUE,08-May-13
CHURCH GARDENS,09-May-13
NORFOLK ROAD,08-May-12
CONNAUGHT STREET,29-Apr-13
RAGLAN ROAD,29-Apr-13
HEYTESBURY STREET,29-Apr-13
TOWER AVENUE,29-Apr-13
EMORVILLE AVENUE,29-Apr-12
HEYTESBURY STREET,29-Apr-13
HERBERT AVENUE,29-Apr-13
CHESTER ROAD,08-May-12
BEECHWOOD AVENUE UPPER,08-May-12
BEECHWOOD PARK,08-May-12
VICTORIA ROAD,08-May-12
VICTORIA ROAD,08-May-12
BELGRAVE SQUARE,08-May-12
WASHINGTON STREET,08-May-12
FITZWILLIAM PLACE,09-May-12
BELVEDERE ROAD,09-May-12
NEW BRIDE STREET,09-May-12
BLOOMFIELD AVENUE,09-May-12
WASHINGTON STREET,09-May-12
PEARSE SQUARE,09-May-13
KIRWAN STREET COTTAGES,09-May-12
FITZWILLIAM SQUARE NORTH,09-May-12
RATHDOWN ROAD,09-May-12
BEECHWOOD AVENUE UPPER,09-May-12
TYRCONNELL STREET,09-May-12
BRIGHTON ROAD,09-May-12
GARVILLE MEWS,08-May-12
VERNON GROVE,08-May-12
ORWELL MEWS,09-May-13
CABRA PARK,09-May-13
MARGARET PLACE,09-May-13
HAROLD'S CROSS ROAD,09-May-12
MARGARET PLACE,08-May-12
OVOCA ROAD,08-May-12
WELLINGTON ROAD,22-Aug-13
GROSVENOR SQUARE,22-Aug-13
HEYTESBURY STREET,22-Aug-13
CAMBRIDGE ROAD,22-Aug-13
CHURCHILL TERRACE,22-Aug-13
ROSEMOUNT ROAD,22-Aug-12
WATERLOO ROAD,22-Aug-12
TERENURE CAR PARK,21-Aug-13
EMOR STREET,21-Aug-13
SANDYMOUNT AVENUE,21-Aug-13
MOYNE ROAD,21-Aug-13
CHARLEVILLE ROAD,21-Aug-12
MOYNE ROAD,21-Aug-12
LEESON PARK AVENUE,21-Aug-13
ONTARIO TERRACE,21-Aug-13
HOME VILLAS,21-Aug-12
BLOOMFIELD AVENUE,21-Aug-12
RATHMINES ROAD UPPER,13-Aug-13
FONTENOY STREET,13-Aug-13
SYNNOTT ROW,13-Aug-13
MERLYN PARK,13-Aug-13
SAINT JOHN'S ROAD,13-Aug-13
ORMOND ROAD SOUTH,13-Aug-13
NORTHBROOK ROAD,13-Aug-13
FITZWILLIAM SQUARE NORTH,13-Aug-13
BROOKVALE ROAD,13-Aug-13
WELLINGTON ROAD,13-Aug-13
NORTHBROOK AVENUE LOWER,13-Aug-12
SOUTH CIRCULAR ROAD,18-Aug-13
GROSVENOR ROAD,18-Aug-13
ǁRD RǍ PLACE,18-Aug-12
THE CRESCENT,18-Aug-12
MACKEN STREET,18-Aug-12
GREENMOUNT ROAD,23-Aug-13
WATERLOO ROAD,23-Aug-13
PERCY PLACE,23-Aug-13
CONNAUGHT STREET,23-Aug-12
CONNAUGHT STREET,23-Aug-13
ELGIN ROAD,13-Aug-12
BRIGHTON ROAD,13-Aug-12
HOLLYBANK AVENUE,13-Aug-12
BLESSINGTON STREET,13-Aug-12
ARRANMORE AVENUE,24-Aug-13
PERCY LANE,24-Aug-13
CONNAUGHT STREET,24-Aug-12
CONNAUGHT STREET,24-Aug-13
SAINT BRENDAN'S ROAD,24-Aug-13
PRUSSIA STREET,24-Aug-13
MOREHAMPTON ROAD,24-Aug-12
DARTMOUTH ROAD,23-Aug-13
PERCY PLACE,25-Jun-13
DERRYNANE PARADE,24-Aug-12
LENNOX STREET,29-Aug-13
WATERLOO ROAD,16-Aug-13
GORDON STREET,16-Aug-13
MUNSTER STREET,16-Aug-13
CUFFE LANE,16-Aug-13
CARLISLE STREET,16-Aug-12
WINTON AVENUE,16-Aug-12
MOUNTPLEASANT SQUARE,25-Aug-13
MOREHAMPTON ROAD,25-Aug-12
LENNOX PLACE,29-Aug-12
VERGEMOUNT PARK,20-Aug-13
PERCY PLACE,20-Aug-13
BELMONT AVENUE,20-Aug-13
STRAND STREET LITTLE,20-Aug-13
KINGSLAND PARK AVENUE,20-Aug-12
CAMDEN ROW,20-Aug-13
HADDINGTON ROAD,20-Aug-13
BENBURB STREET,20-Aug-13
SERPENTINE TERRACE,20-Aug-13
ASHFIELD ROAD,20-Aug-12
BATH AVENUE,27-Aug-13
CABRA PARK,27-Aug-13
ANNA VILLA,27-Aug-12
MOUNTSHANNON ROAD,20-Aug-13
HERBERT COTTAGES,20-Aug-13
DORIS STREET,20-Aug-13
ǁRD RǍ PLACE,20-Aug-12
BLACKBERRY LANE,20-Aug-12
LONGWOOD AVENUE,20-Aug-13
SAINT ALPHONSUS' ROAD LOWER,20-Aug-12
SUNBURY GARDENS,20-Aug-13
ELMPARK AVENUE,26-Aug-13
EDENVALE ROAD,26-Aug-13
MOUNTAIN VIEW ROAD,26-Aug-13
BATH AVENUE,22-Jul-13
SANDYMOUNT GREEN,28-Aug-12
SOUTH CIRCULAR ROAD,29-Jul-13
FLORENCE STREET,29-Jul-13
SAINT KEVIN'S ROAD,29-Jul-13
BLOOMFIELD AVENUE,29-Jul-13
FLORENCE STREET,29-Jul-13
MOYNE ROAD,29-Jul-13
BEECHWOOD AVENUE LOWER,29-Jul-13
BLESSINGTON STREET,29-Jul-13
AUGHRIM STREET,29-Jul-13
PORTOBELLO ROAD,29-Jul-13
WELLINGTON ROAD,29-Jul-13
ASHFIELD ROAD,29-Jul-13
AILESBURY DRIVE,29-Jul-12
SOUTH CIRCULAR ROAD,29-Jul-13
BLOOMFIELD AVENUE,29-Jul-13
FITZWILLIAM STREET UPPER,29-Jul-13
MOUNTPLEASANT SQUARE,29-Jul-13
BLOOMFIELD AVENUE,29-Jul-13
CAMDEN ROW,29-Jul-13
LINDSAY ROAD,29-Jul-13
BELGRAVE ROAD,29-Jul-13
CRESCENT VILLAS,29-Jul-13
CRESCENT VILLAS,29-Jul-13
GARVILLE AVENUE UPPER,29-Jul-13
MORNINGTON ROAD,29-Jul-13
EMOR STREET,29-Jul-13
VICTORIA STREET,29-Jul-13
NORTH CIRCULAR ROAD ,10-Aug-13
EMOR STREET,10-Aug-13
GROVE PARK,10-Aug-13
BEECHWOOD AVENUE LOWER,10-Aug-13
PALMERSTON PARK,10-Aug-13
PALMERSTON PARK,10-Aug-13
LEESON PARK,10-Aug-13
ELGIN ROAD,10-Aug-12
KINGSLAND PARADE,10-Aug-12
DUFFERIN AVENUE,10-Aug-12
LEINSTER ROAD,10-Aug-12
BALLSBRIDGE TERRACE,10-Aug-13
GORDON STREET,10-Aug-13
SAINT COLUMBA'S ROAD LOWER,10-Aug-12
HAROLD'S CROSS COTTAGES,10-Aug-12
INCHICORE ROAD,10-Aug-12
BELGRAVE ROAD,10-Aug-13
CASTLEWOOD PARK,17-Aug-12
KILBRIDE ROAD,17-Aug-13
DODDER VIEW COTTAGES,17-Aug-12
BOTANIC ROAD,17-Aug-13
NEW BRIDE STREET,31-Jul-13
YORK AVENUE,31-Jul-13
KIRWAN STREET COTTAGES,31-Jul-13
HOLLYBROOK ROAD,31-Jul-13
PERCY PLACE,31-Jul-13
CHARLEMONT MALL,31-Jul-13
FONTENOY STREET,31-Jul-12
GARVILLE AVENUE,31-Jul-13
HASTINGS STREET,31-Jul-13
KINGSLAND PARK AVENUE,31-Jul-13
ALBERT PLACE EAST,31-Jul-12
SOUTH LOTTS ROAD,31-Jul-12
SAINT JOSEPH'S AVENUE,31-Jul-12
BATH AVENUE,31-Jul-12
GRATTAN PLACE,31-Jul-12
MALACHI ROAD,31-Jul-12
MORNINGTON ROAD,01-Aug-13
PEARSE SQUARE,01-Aug-13
MACKEN STREET,01-Aug-13
BEECHWOOD ROAD,01-Aug-13
O'CONNELL AVENUE,01-Aug-13
NORTH GREAT GEORGE'S STREET,01-Aug-12
MORNINGTON ROAD,27-Jul-13
VICTORIA STREET,27-Jul-13
CARLISLE STREET,27-Jul-13
MOUNT PLEASANT AVENUE UPPER,27-Jul-13
GRANGEGORMAN LOWER,27-Jul-13
CORK STREET,27-Jul-13
ELY PLACE UPPER,27-Jul-13
SALLYMOUNT AVENUE,27-Jul-13
AUBURN AVENUE,27-Jul-13
BERKELEY ROAD,27-Jul-13
ANGLESEA ROAD,27-Jul-13
MOUNTPLEASANT SQUARE,27-Jul-13
MOUNTPLEASANT SQUARE,27-Jul-13
DARTMOUTH SQUARE,27-Jul-13
MANOR PLACE,27-Jul-13
MERRION ROAD,27-Jul-13
FITZWILLIAM SQUARE NORTH,27-Jul-12
MERLYN PARK,27-Jul-12
SAINT VINCENT STREET,27-Jul-12
CRAWFORD AVENUE,27-Jul-12
CABRA PARK,27-Jul-12
RUGBY ROAD,27-Jul-12
COLLIER'S AVENUE,27-Jul-12
ORMOND ROAD SOUTH,27-Jul-12
NORSEMAN PLACE,27-Jul-12
ORMOND SQUARE,27-Jul-13
NORFOLK ROAD,27-Jul-12
GROVE PARK,27-Jul-12
GREENMOUNT ROAD,27-Jul-12
CORK STREET,29-Jul-13
MCMAHON STREET,29-Jul-12
FITZGERALD STREET,29-Jul-12
PORTOBELLO ROAD,29-Jul-12
GARVILLE AVENUE,29-Jul-12
SAINT BENEDICT'S GARDENS,29-Jul-12
OLD KILMAINHAM,29-Jul-13
RAYMOND STREET,29-Jul-13
ANGLESEA ROAD,30-Jul-13
GRAND CANAL STREET UPPER ,30-Jul-13
GRAND CANAL STREET UPPER ,30-Jul-13
OAKLANDS PARK,30-Jul-13
OAKLANDS PARK,30-Jul-13
LEESON PARK AVENUE,30-Jul-13
GARVILLE AVENUE UPPER,30-Jul-13
GREENORE TERRACE,30-Jul-13
ARRANMORE ROAD,30-Jul-13
MARLBOROUGH ROAD,30-Jul-13
RAYMOND STREET,30-Jul-13
PEARSE SQUARE,30-Jul-13
FINGAL PLACE,05-Aug-13
PORTOBELLO ROAD,05-Aug-13
RICHVIEW PARK,05-Aug-13
,05-Aug-13
KENILWORTH PARK,05-Aug-13
GRAND CANAL STREET UPPER,05-Aug-13
AILESBURY PARK,05-Aug-12
HOLYROOD PARK,05-Aug-12
BELMONT GARDENS,05-Aug-12
PORTOBELLO ROAD,05-Aug-12
MOUNTAIN VIEW ROAD,05-Aug-12
RATHMINES ROAD UPPER,05-Aug-12
SYDENHAM ROAD,05-Aug-12
BALLSBRIDGE AVENUE,05-Aug-12
EMOR STREET,04-Aug-13
BEECHWOOD ROAD,04-Aug-13
CARLISLE AVENUE,04-Aug-13
CLANBRASSIL TERRACE,04-Aug-13
CRESCENT VILLAS,04-Aug-13
NORFOLK ROAD,04-Aug-12
CRAWFORD AVENUE,27-Jul-13
ARNOTT STREET,02-Aug-13
VICTORIA STREET,02-Aug-13
BRIGHTON ROAD,02-Aug-13
SANDYMOUNT GREEN,02-Aug-13
SANDYMOUNT GREEN,02-Aug-13
INCHICORE ROAD,02-Aug-12
INCHICORE ROAD,02-Aug-12
CHELMSFORD ROAD,02-Aug-12
INCHICORE ROAD,02-Aug-12
JOHN DILLON STREET,02-Aug-12
SYNGE STREET,02-Aug-12
TRITONVILLE ROAD,02-Aug-13
PORTOBELLO HARBOUR,02-Aug-12
MANNIX ROAD,02-Aug-12
SOUTH LOTTS ROAD,30-Jul-13
SERPENTINE TERRACE,30-Jul-13
SERPENTINE TERRACE,30-Jul-13
MACKEN STREET,30-Jul-13
MOUNTAIN VIEW ROAD,30-Jul-13
NORFOLK ROAD,30-Jul-13
,30-Jul-13
OXFORD ROAD,30-Jul-12
CHARLEVILLE ROAD,30-Jul-13
MALACHI ROAD,30-Jul-12
SAINT ALPHONSUS' ROAD UPPER,30-Jul-12
LEO STREET,30-Jul-12
GREENMOUNT LANE,30-Jul-12
KILLEEN ROAD,30-Jul-12
BOTANIC ROAD,30-Jul-12
LANSDOWNE PARK,30-Jul-12
HERBERT STREET,30-Jul-12
GREENVILLE TERRACE,30-Jul-12
BROOKFIELD ROAD,30-Jul-12
OAKLANDS PARK,30-Jul-13
LEESON PARK AVENUE,30-Jul-12
MCMAHON STREET,05-Aug-13
BEECHWOOD AVENUE LOWER,05-Aug-12
NEW ROW SOUTH,05-Aug-13
BEECHWOOD ROAD,14-Aug-13
REGINALD SQUARE,14-Aug-13
KINGSLAND PARADE,14-Aug-13
CARLISLE STREET,14-Aug-13
WOODSTOCK GARDENS,14-Aug-12
BEECHWOOD ROAD,14-Aug-13
MOUNT EDEN ROAD,14-Aug-13
ELMPARK AVENUE,14-Aug-13
PEMBROKE ROAD,14-Aug-13
MOREHAMPTON ROAD,14-Aug-13
PEMBROKE COTTAGES,14-Aug-13
OAKFIELD PLACE,14-Aug-12
CRESCENT PLACE,14-Aug-12
LENNOX STREET,14-Aug-12
BELMONT PARK,14-Aug-12
SOUTH CIRCULAR ROAD,17-Aug-12
HEYTESBURY LANE,17-Aug-13
DANIEL STREET,04-Aug-12
SAINT PATRICK'S ROAD,04-Aug-12
VIKING ROAD,04-Aug-12
MOUNTAIN VIEW ROAD,04-Aug-12
SOUTH CIRCULAR ROAD,04-Aug-13
PALMERSTON PARK,04-Aug-13
MOUNTPLEASANT SQUARE,04-Aug-12
CHARLES STREET WEST,06-Aug-13
MORNINGTON ROAD,06-Aug-13
ǁRD RIGH ROAD,06-Aug-13
VERNON GROVE,06-Aug-13
MONCK PLACE,06-Aug-13
LEINSTER SQUARE,06-Aug-12
MOYNE ROAD,06-Aug-12
ASHFIELD AVENUE,06-Aug-13
SERPENTINE PARK,02-Aug-12
EASTMORELAND PLACE,02-Aug-12
PEMBROKE PARK,02-Aug-12
FERRARD ROAD,11-Aug-13
,11-Aug-13
CURZON STREET,11-Aug-12
FERRARD ROAD,11-Aug-13
CHARLES STREET GREAT,11-Aug-13
PALMERSTON PARK,11-Aug-12
PALMERSTON PARK,11-Aug-13
WELLINGTON ROAD,11-Aug-13
LENNOX PLACE,11-Aug-12
CRESCENT VILLAS,03-Aug-13
BEECHWOOD PARK,03-Aug-12
BEECHWOOD AVENUE LOWER,03-Aug-12
MERTON DRIVE,03-Aug-13
MOUNTPLEASANT PARADE,03-Aug-13
PALMERSTON PARK,03-Aug-12
CURZON STREET,03-Aug-13
PALMERSTON PARK,03-Aug-12
GARDINER PLACE,15-Aug-13
SYNGE STREET,15-Aug-12
PEMBROKE GARDENS,15-Aug-13
RANELAGH AVENUE,15-Aug-13
,15-Aug-12
MARY'S LANE,15-Aug-13
ANGLESEA ROAD,12-Aug-12
DARTMOUTH SQUARE,12-Aug-12
FAIRFIELD PARK,28-Jul-13
FAIRFIELD PARK,28-Jul-13
CRESCENT VILLAS,28-Jul-13
KIMMAGE ROAD LOWER,28-Jul-13
FAIRFIELD ROAD,28-Jul-13
MOUNTAIN VIEW ROAD,28-Jul-12
ROYAL CANAL BANK,28-Jul-12
MANOR PLACE,28-Jul-12
KIRWAN STREET COTTAGES,28-Jul-13
WINDSOR ROAD,28-Jul-12
MANNIX ROAD,28-Jul-13
BEECHWOOD PARK,28-Jul-12
HERBERT LANE,28-Jul-12
GARVILLE AVENUE UPPER,03-Aug-12
GARVILLE AVENUE UPPER,03-Aug-12
